Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.20609154671232 77.99582343394253,27.121798132729147 77.98839577214822,27.204039622733973 78.05258155145627,,27.221146120452666 78.03167094476865,27.230448411200346 77.88548583314545
27.23138605231784 77.91552827582416,27.181274750122455 77.95599352578036,27.245811193669866 78.04971100256633,,27.21653589067089 77.94271263798444,27.175943038562284 78.04039005838997
27.210142269735975 78.05309325554592,27.130305435152327 78.04923798609259,27.22821973253921 77.96914273514533,,27.23747042993633 78.04448804740166,27.208563500056734 77.90692895730957
27.185216199760994 78.03855345683279,27.15904266349866 78.01154732053153,27.2285758332588 77.95291218270707,,27.173794483276886 77.97592360297764,27.2099280603963 78.05495176354876
27.200894032794867 77.95760929608605,27.139163038241016 78.01871434659111,27.167073353574434 77.94410229344102,,27.221725698936524 78.02196190133994,27.18850216810975 78.01259704265625
27.168234078420813 78.0727021817684,27.185024576427328 78.02317358029995,27.227058670662217 77.88883025178968,,27.14085762083362 78.04620400000658,27.145232386153772 77.991518277589
27.208659499622705 77.91838908152542,27.19382727286996 78.01751787030894,27.164008383241107 78.03527838572147,,27.205971378123117 77.93649771380568,27.216221939520864 77.98580193834579
27.139097723775066 78.02574792349861,27.172285201528474 78.02262170219957,27.163625295671757 78.00324679220417,,27.209253968152105 78.06181448316362,27.222520280954875 77.94546254052693
27.23027295753867 77.9599273922398,27.20135856131104 77.9772276250249,27.14134947133436 77.97741549606381,,27.135557878410083 78.04987843918535,27.140764019203218 77.9839639222503
27.136120210038325 78.04621977976987,27.241335515490697 78.02626605779255,27.181044937413237 78.06065865694188,,27.230006093530477 77.95149631602034,27.235556110432302 77.8951778219508
27.202080673334727 77.97897535983655,27.200750191077567 77.9128382012155,27.11293322722584 78.02896088507251,,27.13483763549814 78.01895897503405,27.21671923656551 77.91009043311048
27.12918879299299 78.00709746149822,27.199588929849437 77.95615767523024,27.16742942084488 77.99087458193553,,27.130096584342702 78.01284846281973,27.21158366392263 77.96212021678795
27.18211224872908 78.06551929871796,27.150515085586754 78.05378594073747,27.177733530863033 77.9777859583411,,27.19700643774187 77.92645361206527,27.19127628870857 77.98630462993216
27.18896275902625 77.97336318748694,27.13195162097968 78.01703515314698,27.234946907612773 77.97402289106108,,27.22054535413611 77.92255787275306,27.19390849658096 77.98461940887901
27.229437927327346 77.99296302783749,27.115640200310807 78.03214986064259,27.160013404138123 78.06299703775558,,27.15257841144638 78.03591543681652,27.247891200360943 78.04716877132404
27.19275451457913 77.97927854860134,27.170082067882394 77.95708973642408,27.222909275721587 77.9639928859354,,27.177667774073868 77.9400913502739,27.1567622156016 77.99945342120688
27.173322066972172 78.02760212061513,,,,,
27.18377583831709 78.04275039845867,27.164798893129788 78.05701731705902,27.223867312254292 78.0529154962327,,27.240122809038034 78.0148062679122,27.195794763768976 77.92671207049479
27.191347465856936 77.92915610009138,27.208035211494256 78.05341410515824,27.221128203799164 77.99008937052095,,27.23736055607149 78.00430162007991,27.170159200275005 78.06893234879783
27.225759902221537 77.89917698683372,27.218539164911494 78.03874305398419,27.20869614188619 77.94760695908852,,27.118432421443174 77.9939268724861,27.21801156295971 78.02112045336159
27.23429060882529 77.95291804217281,27.15776854948559 78.01541986231668,27.152957975320643 77.96951237706092,,27.190444970919287 77.96613369715197,27.153311923663406 77.96533723529055
27.231955973173662 78.05128915467552,27.24169446543452 77.93461693230083,27.16003625358156 78.07014374594597,,27.115546558658995 77.99471103572625,27.23137650975669 77.92974742133373
27.229440001368975 77.88900069704603,27.15297054373776 77.96907795241495,27.166685404108794 77.96686405956056,,27.1696655051507 78.00450807755487,27.16350715758112 78.07280817273731
27.224730111564995 78.0117647681453,27.22967813815964 78.02476896959932,27.175865731420064 78.00973174182535,,27.22407365650901 78.00080898163665,27.15100440917754 78.0163852096933
27.25054806989627 78.02618167310933,27.178514606765077 78.07031018304825,27.204880605471097 77.97127194123104,,27.22587489236186 77.94963874733753,27.19414870795085 77.93035522844717
27.170929373211912 78.04397975676372,27.12265497043226 78.04369232667783,27.2170757927706 77.91394724872771,,27.162941004520675 78.03404035793857,27.200568925440503 77.93126720149696
27.21013582026878 77.95736642958308,27.170488552603235 78.05320951266422,27.158180870967445 78.01480212318228,,27.179878316748425 77.95545871205944,27.226000383743877 77.92934213806349
27.221119114767923 77.99406275525209,27.22079695648532 77.9812181031036,27.18114960512476 78.02400818498023,,27.11435273533516 78.0014053322173,27.198954203238916 77.99793279566781
27.11487589007773 78.01412129653158,27.181494478660127 78.0172985984141,27.188230743261975 78.03852632813559,,27.211937670094954 77.9920717188478,27.222261930297304 78.02826522663916
27.22990329412471 77.98167954314111,27.20485185690063 78.02368653231913,27.21846760392875 77.97031564056793,,27.19254912729327 77.93216365927002,27.11008230655856 78.01880778032972
27.21123881382266 78.03619038175357,27.215484287583106 77.93764635784984,27.213802050273024 77.95913303742668,,27.223318560378654 77.92953652153318,27.129295429661088 78.04819676833242
27.218349129187416 77.91289041735318,27.204656628028317 78.00694529221151,27.187656853699917 78.05092308144425,,27.212950068696184 78.02618452348078,27.198481730860195 77.92074926589099
27.190238598567834 77.98121002483028,27.222028685539374 78.02541517405652,27.210210294707245 77.97582818221974,,27.217595992032212 77.9034667960144,27.135059128388555 77.9948802948883
27.213242071653347 78.0279474103339,27.171946891842303 78.00771642835169,27.219355897851177 77.90429591423396,,27.150445204418595 78.06320280877428,27.188609809763438 77.95779750159078
27.1504161973581 77.99372324042285,27.237312211945415 77.88956601067187,27.183368775579325 77.99377571365866,,27.22880607088911 77.9253271373364,27.23980787849051 77.95070851825186
27.222162750579947 78.0536070668748,27.152488031558114 78.06886113120872,27.137186225351638 77.97241584315691,,27.17371219316079 77.96657534627937,27.231787796042834 77.91077728530632
27.177096480947696 78.0000542123316,27.178218765612915 77.95387443448314,27.2201720379346 77.99323765398421,,27.245300561124587 77.97780381962222,27.17917662630991 78.06011846647053
27.188457857908805 78.00514863615504,27.178178382051115 77.94389783645832,27.146259418906244 77.98082662166837,,27.16292851860232 78.06933612369397,27.186734893401802 78.0457332645889
27.18468209679421 78.05770477588975,27.201224457601324 77.93583345249361,27.129354267554582 78.03872719678336,,27.18043262439258 77.96767638852121,27.1670766342198 78.04019444091452
27.192432633120173 77.93239086622758,27.223031892085356 77.96703303270363,27.206782135777374 78.00758102385275,,27.22986491762406 77.93317622615209,27.21450547165927 77.9012601146205
27.20142116205067 77.91817239794041,27.20618205527212 77.9701684887791,27.205526015767852 77.91307398379172,,27.212763820039747 77.99883713414275,27.204166549857682 78.0478374638846
27.16940891965206 78.06682386517248,27.171467116589184 77.97274409988623,27.23443710475969 78.0169185084462,,27.194578625002897 77.9460618880217,27.19788493127074 78.01022576414614
27.20481668097956 77.98073056018096,27.231398974224494 78.00770373036559,27.109728030894644 78.0167131894092,,27.14619733422458 77.984565004378,27.160350120471293 78.05192238367037
27.13092742694332 78.04538101752073,27.173351132662148 77.9405251721977,27.238958259932396 77.98470048936713,,27.15157845314255 78.03500575537583,27.1523872779064 78.04504399862613
27.158991448057602 77.98874395800696,27.170675151645725 77.95502023255764,27.162982465022097 77.97898054943836,,27.18687150921336 77.94722859167925,27.147875075718645 78.01755045097114
27.217694391571058 77.9875786974002,27.232111021424014 78.02127556349589,27.235832178776402 78.04993771675144,,27.17587417385079 78.03451312150499,27.221124159304388 78.03638978393123
27.20232169486948 77.94651289560669,27.227533076573074 77.92593747661473,27.13810414266446 77.9918891589164,,27.232420366937042 78.03051186168403,27.189805093879016 77.97922506780334
27.161932191408876 77.9744428030905,27.133861053826575 78.03864730182904,27.14773299427603 78.07135386155664,,27.164006116713878 78.06961233542712,27.145691233354388 77.9813354913837
27.217607885810892 77.97915937210203,27.21682793635642 77.98410156815376,27.2036611747183 78.0382910653423,,27.185145625095174 77.99634593687693,27.211889722826257 77.98748942012266
27.209861169554753 78.01880909076552,27.198922427015887 77.96398412169944,27.220628776827144 77.9710925339038,,27.17328489864294 78.00902060275713,27.209659341295392 78.04933140696816
27.204897773677338 77.9386272643782,27.20852045764814 77.97590851885356,27.153907140865385 77.99381335536981,,27.155330042678383 78.04684204777114,27.171536625916897 78.04119984342888
27.174793157699003 77.94515170848143,27.14602296573088 78.06845375539282,27.217867839245947 77.9678291762541,,27.15335655628811 78.03361512253116,27.180914387950654 78.00036318831131
27.222272133392124 78.02051817342475,27.186361897303165 77.94160497526187,27.245853420431754 78.02616867721846,,27.189236950710473 78.0484622359595,27.16961412083454 78.03085694605957
27.16325765554763 78.07277226457222,27.250157565074307 78.02798555733314,27.189330415640757 77.98410973084475,,27.164216181765568 78.06966784683962,27.128372371133636 78.05043686425229
27.10515052258237 78.01118686204879,27.125683704923656 78.01826347876047,27.217064032827754 78.05227669754427,,27.1653925661255 78.0157649178336,27.158583919034264 78.00589910765665
27.220057463783867 78.03619074412005,,,,,
27.131444529173635 77.98959951715555,27.11567476244021 78.02116018422103,27.198578164832533 77.99225747392174,,27.215833510451375 77.95712474385004,27.24362351740155 78.03117359048231
27.235801481827295 77.98836836934741,27.179703309106987 78.01538275502435,27.18811549835825 78.00528284245247,,27.199554489153094 77.93293847687734,27.24274370870749 78.00341769064985
27.207735515137788 77.96548583709162,27.12399286805882 78.02097930912115,27.22138434224604 78.04639846708386,,27.153387968263445 78.01819989978308,27.184340554572607 77.9419757873862
27.144137371914876 77.97863009525885,27.1536129490891 78.06988450037741,27.19949488877974 77.92173309372059,,27.146097570789173 78.0283663856947,27.129480389722783 78.04824815540489
27.119966915707618 77.99883625389263,27.15066267904861 77.98491755683209,27.173810965786362 78.03307534782617,,27.250437542096353 78.02731374827069,27.148264320950485 78.01446161903667
27.22468602913742 77.90273243525694,27.19642759368111 77.93676764125458,27.16034918474072 78.06959210908457,,27.163862004645555 78.00856675983063,27.195601978906655 77.95101402244018
27.14949471268443 78.05552393035836,27.160853373805853 77.9791569530354,27.224421561693934 78.03194312609676,,27.207717587155397 77.93398369479918,27.239019384701226 77.98041673589208
27.241117823867107 77.98537999060508,27.19178298719235 78.04852665484606,27.214097228813944 78.00273087236067,,27.151923167476383 78.02090717027266,27.132380944640623 78.02911576096143
27.154670491812094 77.97372474517259,27.173552766216524 78.04947622702554,27.23729645077189 77.91930363135958,,27.206164874078436 78.04620173096248,27.201551285930538 77.92347649232761
27.214536077956858 78.05497190247024,27.183312032583927 77.97304166850837,27.22634806052125 78.00310904688595,,27.208946220659325 77.9398866039963,27.181205831012555 78.01860336056934
27.123956907664315 78.04079193255524,27.13020777900206 78.01611807522625,27.244276129382417 78.00475631496668,,27.21273927924801 78.04012332414347,27.22352102633967 77.92628468504232
27.22271534003025 77.93146450723368,27.21741866024857 78.0146476740276,27.158059043204414 78.01706338955782,,27.14232880065946 78.02766131844183,27.222537091379614 78.02495508657084
27.199890100786547 77.92315899290324,27.22681286814686 77.97660661477192,27.173879119043274 77.98805290441491,,27.19834496331721 77.92909405445155,27.236490553998365 77.95396908965326
27.14197701763438 78.01178430271383,27.19436434758453 77.97841033939802,27.121939348089594 78.02463353903578,,27.149090744820136 78.03247137316355,27.19919511907546 77.96864896152245
27.1756313459775 77.96125104843576,27.194943998492715 77.99827958010471,27.203925762221843 77.99360625245983,,27.22869196099934 77.97037088022145,27.243102910624696 78.02678974820078
27.231685229801368 77.92787661912715,27.172762861091826 77.98525170084565,27.2140452002646 77.96738307306316,,27.14227118180411 78.06517099969369,27.162711585365706 77.95837913053425
27.24105166697044 77.94313111130823,27.17827094003154 78.04980845562133,27.209860516522028 77.94283147456805,,27.222948038053072 78.02640192570118,27.22373965217322 78.00982595724709
27.205009231605757 77.943602065897,27.225255544412164 77.89098523719416,27.244652250712296 78.0193934780486,,27.206878834190622 77.96847017769826,27.22971458146006 77.9388851780746
27.19731833448534 77.9964656352181,27.18864530244298 78.05344369853024,27.168630338586752 77.96601363374317,,27.16432589967031 77.97520787130675,27.165127719848567 78.04775591552011
27.239414300057707 78.03236826790362,27.16596276618595 78.06634708091192,27.168693103319416 78.00866190708145,,27.122682084531828 78.00400807699803,27.194310278355676 77.99315305252372
27.230960670405324 77.91710908003692,27.24425175949748 78.04523947697908,27.15715789773382 78.03978956460986,,27.186199899277526 78.03369522552794,27.18588752669569 78.00759219643906
27.21498223505862 77.98275008907254,27.18886519064578 78.05435031711201,27.209656495480825 77.97182978444296,,27.170941408786533 78.01768163238228,27.200838609005427 78.0607438240508
27.135909611824825 78.04833589318929,27.125052767602547 78.01394888110198,,,27.173545576998386 78.06971138842457,27.1879663861592 78.04942926536725
27.235148165193497 77.97415552798877,27.21152811210982 77.92194122679079,,,27.246172334267357 78.04170899612224,27.197348113591175 77.97941556813674
27.191287745068298 78.05721746622879,27.170459942047696 77.9967106471015,,,27.238374244817635 77.92478327887501,27.228398681675976 77.94306242383779
27.156381888086674 78.02411992853727,27.184870215160256 77.96543748726634,,,27.188174251717943 78.04405892224742,27.202963164130082 77.92726651452878
27.158912093394285 78.05337754170691,27.230589444156973 77.94858723216454,,,27.14091128543885 77.99640666502499,27.172815917379875 77.9967823936569
27.239128655167796 77.90101487618797,27.234155360357335 78.00078742330837,,,27.170494786711608 78.03816475363155,27.13812000418483 78.00016388957529
27.162020501749804 78.07087637480905,27.12058791501207 78.04157324196669,,,27.23208209645543 77.94974805085225,27.21010874774867 77.90810477790427
27.217984536786084 77.8995969077756,27.142324836765383 78.07060848326144,,,27.235887943692166 77.98309328885247,27.222632825502753 77.95827399738025
27.20140351935466 77.98232390807334,27.182578134665967 78.0290258607283,,,27.183448492892815 77.93882116287256,27.235645232410583 78.0407738127403
27.1779085920372 77.95579142010021,27.226103153027264 77.92435889501277,,,27.187260787081534 78.04251134180701,27.217611429424167 77.91617761428667
27.146157136782087 77.98388895471544,27.117447968303757 78.02145359190764,,,27.15169626624259 78.03305232197141,27.20440074092267 78.03982399473246
27.1789368382699 78.00897090965987,27.181438168359033 77.94962463627056,,,27.172531791387772 77.9793201687104,27.17246347308115 77.95760026487329
27.229702371436158 77.96089787567311,27.1226003040371 78.03437991450558,,,27.16474713492633 78.06994061287219,27.21427382943409 77.98758088285935
27.219775145446434 78.00957583556958,27.157894212563175 77.96455770946369,,,27.145488715812814 77.98133408276675,27.18420120649564 78.01559287800873
27.142154555508345 77.99734152157147,27.232503556594857 78.00976034613025,,,27.14063761766234 78.05162311505325,27.101014588785645 78.01242927268093
27.14585402966602 77.98479725871802,27.19222619076578 77.98372175126413,,,27.156346161094472 77.97376710348324,27.170089880819383 78.00789145893677
27.215360272338824 77.92619759664102,27.140967974453062 77.99170206033048,,,27.243501813718893 78.04433210773803,27.240602804117877 78.03098915482798
27.12358605331659 78.03293457061199,27.23142824250747 78.01812908738897,,,27.182808538300453 77.9294900761485,27.142328287095594 78.0616080831264
27.155597396981296 77.95998506615103,27.221935321084924 77.91244907778712,,,27.194864624527966 77.98821213537434,27.18708988468847 78.06768191204364
27.174380292157895 77.95179682466117,27.177868142515873 78.03122430203345,,,27.193206778986625 77.99629022753716,27.17692850450422 77.98490782684722
27.246568648781174 78.04075561777671,27.156011269053465 77.97156502196638,,,27.185544926048973 77.9520247821247,27.15260988777306 77.96152518613681
27.1484636292029 78.05676074851158,27.147448179951045 78.0650007341029,,,27.145084008894866 78.0617210980272,27.19745000877847 78.02900233334687
27.139738581671462 78.03723732998814,27.169926109422825 77.98359409247134,,,27.211736998097273 77.99129608297642,27.20705202170068 77.92424960134959
27.165024199192192 78.05600381392661,27.170352820052713 78.05984676622157,,,27.16382515229751 78.06456989988072,27.148037451720803 78.0485923111954
27.174651954462455 77.93928803513064,27.116335327135797 77.99539244079835,,,27.19714267646094 78.06299922538325,27.177386462878026 78.05395954738538
27.155371913637183 78.04509822528941,27.23627150221713 77.88036800065534,,,27.11813607286947 77.99013866431793,27.222400753164905 77.91747511815589
27.206616422521098 77.91919980131208,27.236594122553875 78.02508862810468,,,27.239832013399205 78.0502874884014,27.129399115908726 78.0401005558527
27.177303607061 77.94830638131354,27.175056455877904 78.04442308379288,,,27.246234426365177 78.03144267914536,27.22531160349611 78.01449261974354
27.157320966902503 78.02333057392065,27.212016504522797 78.04272867307085,,,27.242469043124142 78.00880695128924,27.180522479664894 77.95553093346231
27.19869846745579 78.0535191645046,27.23164496191662 78.01664307572307,,,27.11522808764207 77.99404803056831,27.112889005341362 77.99949823814278
27.219250569398426 78.00923003239132,27.13680049433996 77.9782416705392,,,27.239948910434855 77.95700892153951,27.164474600909163 78.00918673806709
27.192770912612286 77.99537270583171,27.122103017348945 78.0033163722211,,,27.159003875252992 77.96125938050038,27.20234500771826 78.00447262423356
27.1818440232865 77.95873342640019,27.186754966983464 78.02309370444499,,,27.236957587315743 77.92586113037812,27.123273072172843 78.03180397181546
27.118840967232348 78.02264311634777,27.134546985711186 77.9878423887238,,,27.233107005094404 77.92740972136157,27.234050301303135 78.04699732527281
27.167475987592525 77.9654004255753,27.207285516068048 77.97650615730457,,,27.2318048979251 77.89997134062926,27.196366461332456 78.01972622212615
27.196138417505445 78.05351760202102,27.213394836946954 77.99963394384163,,,27.241638368138325 77.95792136858232,27.226188439053445 78.05634454130546
27.241863660836465 77.94829680249043,27.132236592555653 78.04734203507891,,,27.218651905423563 77.97572566442346,27.204305176133325 78.02909010607215
27.22583963301498 77.99923542500856,27.169239181032744 77.99691160354519,,,27.25148200148351 78.03479155458508,27.162886816101732 77.99551171031925
27.220569201699877 78.02697654189481,27.227871571667805 77.9812072477094,,,27.238855868612088 77.99976039302902,27.245238641064464 78.00235580709656
27.142702837505436 78.01134658550747,27.131253561049075 77.98171113033682,,,27.230923037122682 77.93450142087201,27.225723721043163 78.04594511239137
27.15057681200281 78.05470618968079,27.212293681417275 77.95585729486123,,,27.13805843015166 78.06226603130288,27.188335218893673 78.0499751430869
27.23738552231697 78.04447768016044,27.163735108161735 77.95438878770825,,,27.111136120569327 78.00057266890853,27.172627718324595 77.97351820153247
27.151581627986968 78.0098706647441,,,,27.16169185075124 77.95607974173652,27.231227337181547 77.90413260797371
27.245602120560466 77.99156714921865,,,,27.23409475463908 78.01989405244373,27.165465844400938 78.06839539572536
27.1934959878692 78.00588247063321,,,,27.18093121913066 78.05918077979862,27.16386998885836 78.04553952920327
27.18709587670554 77.94084447482169,,,,27.170800093123948 77.94163619621769,27.207904351160277 77.91996226888654
27.239198315340488 77.9696191539724,,,,27.119931729814077 78.01283488776615,27.231970565292034 78.02857806417444
27.234147596436905 78.0396768333891,,,,27.192218913280396 77.92474199412001,27.208012247184463 77.93191885841878
27.225799001688245 77.88957708720875,,,,27.173529760702582 78.0240481253174,27.168059727639797 77.95726988576865
27.132199193827677 78.0074879653877,,,,27.13370420413866 78.05760639219399,27.203293741127002 78.02004784176042
27.191996642748975 77.97862038185797,,,,27.212355144011948 77.91849961405738,27.219992152990187 77.9230628738353
27.117799793064812 78.01516972143148,,,,27.141755781870998 77.99423955714997,27.248963908205848 78.00601570626958
27.220200138504044 77.9922557569801,,,,27.16646446535928 77.98436072260125,27.214668866458908 78.04904586881993
27.149266459490857 78.05453226260673,,,,27.12558012100664 78.03606794583976,27.1881519508961 77.96333041171142
27.20866810861319 78.03391289521278,,,,27.148174641788703 78.00395430309383,27.202192224725692 77.956254493957
27.12609098260885 78.0294866444571,,,,27.136477627377936 78.02730420913494,27.238901647804134 78.00665148506148
27.201080715375124 77.94642659172985,,,,27.150661565146613 77.97165760046411,27.198826078475403 77.96458314961963
27.143446455333443 77.97353997191821,,,,27.156086559524862 78.0107807775785,27.16806220184133 77.95742550593995
27.213749250061312 77.93266221147567,,,,27.16451442991131 78.05346886194172,27.240448952002687 77.9501657031702
27.156488302401254 78.04910332050126,,,,27.227613695291158 77.94602086419825,27.234130137316043 77.89039401865584
27.194995756200615 77.93807368543786,,,,27.178820571597175 78.01594294186167,27.22464056574867 78.00555257945743
27.165077642131344 78.04314048721588,,,,27.17091288470654 77.99654314898467,27.202890560396302 78.01602344141625
27.13870144809289 78.03940321725318,,,,27.231407973679985 77.97123358020222,27.203167686471105 78.01997328629211
27.231341380689283 77.91728642746247,,,,27.21406167071005 77.91888876873811,27.199067586400133 77.93482054824068
27.251788548871946 78.04832076647314,,,,27.192301709956915 77.99519343112247,27.152051410085118 77.96139516924241
27.189908805041146 78.04992969426715,,,,27.160021174031964 78.0306940969718,27.14393880938513 78.04914374399861
27.202935380525986 77.942808654465,,,,27.206735418120587 77.951575778243,27.15311322864735 78.0167555373309
27.1888097595819 77.93761173706913,,,,27.158001046859965 77.983759916443,27.16875337794877 78.03168356258003
27.23144815733466 77.88437371979875,,,,27.21922310445568 77.97674902396501,27.245544236262884 77.97361083151358
27.110628779379997 78.0045515841117,,,,27.154311343777042 77.97149357463321,27.178491095188505 78.03633164017836
27.225137096617217 77.96973838486525,,,,27.14818763505974 78.05332320604676,27.184330580960992 78.06509931992932
27.200990678475012 77.98165054639367,,,,27.18066207278961 77.99070510415771,27.176544164420225 77.96623189575645
27.226471680507967 77.9992989610047,,,,27.21584657910956 77.99146089007444,27.110570822977675 78.01747319218474
27.155064962990604 78.05245792142293,,,,27.224411698837134 77.96371921507256,27.23697174231109 77.9755135347646
27.21719450413013 78.02578378953051,,,,27.22626416526012 77.92023181134874,27.169309424499605 77.99899712803736
27.139675982993094 78.02170204137188,,,,27.184255457744054 77.94153757136479,27.226047343453974 77.99420131265425
27.23485372539057 77.94681192966351,,,,27.145570450523536 78.02552621246069,27.20538327742127 77.95821988961877
27.202672838655616 77.97626850094224,,,,27.228162211416674 78.02626214660131,27.234228579320842 78.03079851001543
27.201425941544514 77.91908573972549,,,,27.160773276341136 77.96633567221025,27.18159986877969 78.02400737132216
27.225272520099693 77.91318186295156,,,,27.183679615169183 78.03476623720609,27.15672592052034 78.01820045934434
27.163056406906236 77.99494501143204,,,,27.203148337506963 77.98228149529494,27.22894962720525 78.03716887730317
27.22792059156152 77.93848662083394,,,,27.22200757421591 77.95490803135601,27.155808796761836 78.00006595073104
27.232255327879255 78.05049689004841,,,,27.16409316305268 78.02321475974557,27.120447193184656 77.9864686338103
27.213263168101847 78.00707655417649,,,,27.14431072386088 78.07522762020255,27.196706271742517 77.96847136856985
27.234011391330355 78.02646872231944,,,,27.18530140465828 78.0561010042187,27.192477210914884 77.92252662526616
27.15032805690995 78.01462055010178,,,,27.10695961641733 78.00643990117563,27.15610010556553 78.01149998654084
27.22806286331105 78.04713249125463,,,,27.156010662870496 77.97850829688362,27.133530263034306 78.00244847894957
27.206835030611607 78.03407773043602,,,,27.229857053210225 77.94575547627896,27.21551703021663 77.95878622932466
27.222101817917693 78.00602070279085,,,,27.23626451781476 77.94029996069165,27.135791217996832 77.97593443486666
27.227776472617727 77.99776765234029,,,,27.240038232492967 77.91550321078363,27.237002106424967 77.99714277587523
27.176480964298204 78.0111729709722,,,,27.222544003335294 78.00517580500143,27.245510772580072 77.98635494363288
27.220846513006926 77.9417022982405,,,,27.1935396981722 78.03952954846658,27.168844786128346 78.0301770454911
27.14243470344802 78.02712874051487,,,,27.17443316607201 78.04707032888355,27.22092643811587 77.99213380262249
27.139122344068692 78.03735607205536,,,,27.153790040051746 78.05080050013811,27.169094149431736 78.0649859796374
27.230369458102633 77.9183569188883,,,,27.139739404512706 78.0507146923363,27.18866225675924 77.94250012002708
27.24111446024352 78.02571764241567,,,,27.23186669205022 78.03466415734925,27.137089629996442 77.99700376064202
27.219715833964443 78.05749571022919,,,,27.16703171601826 77.975194065973,27.15134611891545 78.04235276493459
27.118413633157008 78.02760136038974,,,,27.164108957408722 77.96132154355952,27.151009064286157 78.0216652253415
27.2042422150836 78.03290959790613,,,,27.156028429509483 77.98993629009186,27.248698205383356 78.00907761134823
27.143317565045976 78.0594651498174,,,,27.16655962144106 77.9508652578723,27.205563619584535 77.92257258501813
27.2342068290518 77.9811209192697,,,,27.21742307335852 78.03770023823732,27.214971521220807 77.94875561258974
27.24785435291495 77.99671869797545,,,,27.24578270140204 77.99458213494005,27.162060745900757 78.06612330148792
27.219197012584747 77.91731608016747,,,,27.207647554372567 77.93369769008532,27.141605897834967 78.03169789653495
27.21907534408397 77.94513534858737,,,,27.11017958741225 78.02533564951062,27.207177506077883 78.03847087191426
27.191674061866227 77.93748116784668,,,,27.18609658548204 78.04087157099877,27.246396273874762 77.98299221478187
27.186410549771075 78.00126654253347,,,,27.227635748465506 78.01179801004726,27.146764880211865 78.05894653971843
27.158517614821225 77.97009937787682,,,,27.20183423948325 77.92316081051527,27.232455285419466 77.9455377411869
27.220821994016205 77.93823740980413,,,,27.16767911428886 78.04358332609742,27.22060191514218 77.9908000443361
27.155797675314073 77.98304372026821,,,,27.22283849972807 77.96219986214582,27.12024917907914 78.03143168872876
27.229806249787217 77.99046054285164,,,,27.16004197981136 78.02899130408613,27.142528662329017 78.05175205108195
27.233194788970067 77.99310025529289,,,,27.15493844593547 78.04237108123391,27.17959607530138 77.9652713363048
27.201493348855198 78.05716273265023,,,,27.207000794159775 77.99599428599537,27.169388262004162 78.02524710113248
27.21390841568515 77.99827717726266,,,,27.14492034791057 77.99545584850229,27.16703706025607 78.06307751777808
27.225199901776346 77.90576091018129,,,,27.210090529014018 77.97453993960036,27.23773291761365 77.99191595257992
27.218674173360057 77.94055530003098,,,,27.186270071182776 78.00226014700635,27.193989902650788 77.99244702222265
27.226381894892306 78.0428358860453,,,,27.16529396932235 77.99424932497354,27.125738100468205 78.01739253799124
27.193697113948048 77.95679281550748,,,,27.221174202289586 77.9914623569199,27.217894500732324 77.97585699783299
27.15276544573154 77.99032417662818,,,,27.209965500390858 77.97378969718734,27.185066416533655 77.94979514424561
27.1720665422156 77.96462898034733,,,,27.178000808330655 77.95528368533034,27.107270017141143 78.01694165868477
27.181998025806884 78.00814753640664,,,,27.110818480561846 78.02548769389705,27.229517511609227 78.00718177247371
27.23865849778333 77.95485046141839,,,,27.22320101017083 77.91256485970236,27.22725694876004 77.88847729322225
27.132482958969963 78.03063348330885,,,,27.124973676173926 77.99733172637087,27.237798822496277 78.03650015769969
27.18715128995833 78.05395781875988,,,,27.175816787839707 78.02582918629997,27.247429982585402 78.03264544725306
27.207153383037614 77.92979600586612,,,,27.213157096792784 77.93178760888811,27.24465186777679 78.03740703911511
27.201392972556523 77.99849884593648,,,,27.14404348079924 78.06516171586743,27.218148391338456 78.02925070179899
27.176886422000646 78.06049698545806,,,,27.202124207528797 78.02925561119493,27.146177256043277 78.07136254007091
27.247778449582693 78.00769852085654,,,,27.196617498968017 78.02982718373582,27.187576411524486 77.94897268775233
27.124345117710142 78.01207015826722,,,,27.216000501157538 77.98835489530971,27.188738694809402 78.03981796727186
27.21685493924941 77.96857078579359,,,,27.1814545509293 77.95968680327285,27.164302075780533 77.96455780084972
27.21867634323724 78.0271905777223,,,,27.21523221399097 78.01100559213006,27.19643023949749 77.92038453119751
27.179443046982943 77.95382804516404,,,,27.127164901728964 77.98654628536322,27.244013460424448 77.9743277712359
27.20000878418037 77.95746901359506,,,,27.198195060600995 78.05044995866989,27.233060864666843 77.91504475775417
27.184260646714705 77.97063556218163,,,,27.224201109836606 77.94701132580474,27.199617030262633 77.98689056264769
27.18499502285342 78.02021941568852,,,,27.20992792769804 77.95527287177039,27.182069680180692 77.9724867684456
27.206068785401886 77.91872741594923,,,,27.152997228408385 78.04245658755873,27.17959376732348 78.03760972738827
27.12223255576868 78.00891811433355,,,,27.17587435096204 77.93688326105406,27.22791355848174 77.93348026330995
27.18594683567127 77.93142985244573,,,,27.22848816667143 77.95353681645933,27.127141088974835 77.9955128195685
27.202917361686076 78.05349267811614,,,,27.245409838436615 77.9962423344659,27.15117609978277 78.05759885616523
27.220247216360438 77.97888395042449,,,,27.206674140755425 77.98734584207229,27.244399394915458 78.00481920635603
