Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.455349476416824 74.68481626888611,,,,26.44830778574773 74.602585808153,
26.483405675336193 74.66479253546484,,,,26.427407601276375 74.60126768199511,
26.45679000006062 74.59514980968405,,,,26.40734836091652 74.62025163851031,
26.402019442054815 74.64433325495854,,,,26.451342638780194 74.66182154875465,
26.4777498189876 74.61574513523449,,,,26.48390239206801 74.65777222228216,
26.465127256976526 74.60048522318908,,,,,
26.50824412040835 74.62689925540626,,,,26.431964888782932 74.67238516704944,
26.45712248661573 74.65379779951898,,,,26.397660335524478 74.6483504601096,
26.447243742595383 74.61322143594928,,,,26.439358838962548 74.63201765903932,
26.42289306299361 74.66364676301009,,,,26.481985456598128 74.61251131658187,
26.46055390568886 74.63818781460733,,,,26.43011653404774 74.59498258036942,
26.461955278237717 74.6753001840688,,,,26.412105152647705 74.64374692770265,
26.41040682267045 74.66253430219993,,,,26.43891636816442 74.59856420214872,
26.456533401079913 74.5742871333314,,,,26.470018981052178 74.61848252943204,
26.427555599389436 74.67363076316627,,,,26.445282311433157 74.5827893114188,
26.415175264599814 74.61301365591879,,,,26.439872415102567 74.63257595323009,
26.42781812736494 74.67489126275878,,,,26.433660819154184 74.6439536775684,
26.405797628320038 74.65913289991448,,,,26.48850270974465 74.64327633797704,
26.433479886448257 74.64203728599065,,,,26.455125932793965 74.60599065952223,
26.476624532612384 74.67620899576283,,,,26.439813754456242 74.62849975777515,
26.443997451918314 74.60883178449473,,,,26.437462148590082 74.66891427853409,
26.42822805652526 74.6150915117754,,,,26.4932932514207 74.63341464148405,
26.490234811655682 74.61501448364452,26.443770448600493 74.58068451926627,26.444727105015343 74.6730378275773,26.46281779767519 74.61404687039602,26.43191462513848 74.63845699155418,26.441375894344294 74.64244251111508
26.455925143575218 74.57271767987109,26.428166064021237 74.65823601629559,26.429829807958797 74.65732080431309,26.42434354296221 74.6199908995103,26.50777119023432 74.64681325832024,26.437188898762273 74.65744268292468
26.477185427911007 74.60324130379591,26.463429391564333 74.67306514687473,26.419190721971596 74.6584205287331,26.44049666449581 74.67112648423195,26.495380198310226 74.62642265145955,26.4628058828803 74.65701731332462
26.46325924769743 74.66844029430534,26.427270178576894 74.66849447273559,26.406397533493163 74.64303022678918,26.437169126731245 74.67702275015475,26.48315840146086 74.64189824653404,26.46263953582711 74.58657463814694
26.452044402311166 74.62548175463765,26.465385490846444 74.63365634194541,26.42237294288595 74.63095506708986,26.441876575860313 74.58197058112196,26.476770832074955 74.60228131499802,26.51983252209622 74.6428295464269
26.49896484530931 74.64777067075661,26.434847454439197 74.61292579788541,26.414868460549528 74.62058982266777,26.51001543072953 74.64301665154514,26.447841634108563 74.66525744516497,26.504401725774652 74.62110482516863
26.41209187779806 74.62290104865916,26.408529177135144 74.62941048633611,26.468199141343533 74.67178120244996,,26.4234155448701 74.61675845150486,26.46980166932886 74.65504567037152
26.40896676642728 74.63160046592321,26.496901435834594 74.61437319345357,26.408034261499576 74.65738822639106,,26.441353473816545 74.6259667050601,26.48220693507064 74.631130061403
26.42811484509451 74.61012310798891,26.46615360388916 74.5826907910169,26.488932805167376 74.63486075655248,,26.50315010845556 74.64013486718166,26.41408023380697 74.60967205389788
26.44902960324832 74.69192784632371,26.457071924229282 74.68462300116043,26.440641811981603 74.59386627437623,,26.464066834193037 74.62387266940486,26.463575869252733 74.5809893289524
26.496454951755727 74.6277251674498,26.48429519831055 74.65637988713488,26.4737445033547 74.61463423824063,,26.421921658790666 74.63579554207011,26.45561005486686 74.67109911524585
26.417488848702774 74.60714230206776,26.451693875169177 74.66580655629294,26.426054477796907 74.67427800294087,,26.424098589751257 74.61947278689739,26.475784747727705 74.64786152633955
26.503921994335254 74.63814090293691,26.461384119705926 74.62242048967772,26.448900800074945 74.64880633825176,,26.489205594949812 74.64000252354477,26.432473690403928 74.61501900769449
26.455287592218138 74.57924345863174,26.462620144794712 74.5915991129923,26.479160427080917 74.61582484734137,,26.435965321594793 74.64387044202162,26.44996202206202 74.65058735080687
26.47735071343669 74.62967875171296,26.428879014396273 74.59498088848073,26.46925418488497 74.63664723127842,,26.486987825750955 74.64396682243712,26.457247547547222 74.61820625694864
26.434033036121086 74.60997773885619,26.385797064447786 74.63250090592442,26.501623656281357 74.65774953241007,,26.447199406110556 74.60227503519329,26.45865374982596 74.62471683145445
26.479553429693677 74.60189018537127,26.41544319528636 74.65574385736153,26.461476477563767 74.65004689224588,,26.44280937823772 74.68743713988044,26.425826111089755 74.62771014147677
26.509587364780344 74.63247100852534,26.457367440791728 74.66077670978513,26.47450585859559 74.66979401685171,,26.46027027217637 74.58392142881748,26.460604842582388 74.60145619239434
26.43951800629932 74.59045655229643,26.49291466980137 74.6425604728656,,,26.436400735905856 74.63101016475626,26.399160702903266 74.65082787006925
26.412962330041562 74.63350646764887,26.472277550649167 74.6151434643864,26.45187166478538 74.6683635895018,,26.453672902490464 74.62034849943994,26.43731742225062 74.61845602476899
26.41516275443614 74.61091457570613,26.48433557634848 74.65580363287802,26.438830428667348 74.69873954777076,,26.39201874843454 74.64550940607364,26.475774344908004 74.66249108945301
26.504502400650388 74.64612147298956,26.419884546181372 74.63614807202512,26.40958538113331 74.66218889677674,,26.401043556400232 74.63401026510275,26.425813164560758 74.63100946704681
26.459474014208514 74.58740157388868,26.4955652349128 74.65861453797423,26.402778477217108 74.63650868267155,,26.47314006222186 74.609589372506,26.435422639908257 74.65597552813196
26.427704576973017 74.66478726098792,26.424993356204585 74.6767919509732,26.425630371724115 74.65144738839818,,26.488934397612738 74.6190902906051,26.474258138384602 74.63205684721824
26.474117497831806 74.67780817926386,26.41451452744342 74.63758513348252,26.42277056546196 74.61351203643932,,26.468402733026547 74.64912653056668,26.451345537147844 74.650177048692
26.46133096071508 74.59600747623621,26.452388344954866 74.66732105654621,26.447566616556397 74.63950713771241,,26.451850702200392 74.58478271621861,26.464245874754504 74.6050436635777
26.43263787453979 74.64456334202507,26.45431863419078 74.64759204533799,26.46017396865512 74.63185914206032,,26.457541564487535 74.68179097536164,26.400595742473502 74.63294684148643
26.442554982399614 74.60162429505935,26.444391440241706 74.64460047030501,26.492227675855588 74.62959449828391,,26.42104998747535 74.63401955798453,26.436271172293615 74.67041101098756
26.46293753075955 74.65041335457438,26.452468038475565 74.65663408525383,26.504850528378647 74.64573651909424,,26.44562998990561 74.63314865585984,26.479998415187666 74.65388613879524
26.430849520833046 74.61616160643979,26.434559878164908 74.67589666817614,26.48564663853266 74.65190352667409,,26.39326553467305 74.6319500225532,26.49322161308992 74.6350078246739
26.437126508918542 74.65966965396227,26.437064059901424 74.59079793045206,26.446615221364194 74.6919412378518,,26.50699637227653 74.64107044912367,26.427787791002782 74.6753861545727
26.403049617018123 74.65216280338075,26.44518367997718 74.68354962714454,26.461985046647634 74.58321191953557,,26.46054208162052 74.66690418238778,26.426568185662855 74.61669279048083
26.483103627831998 74.65691192957753,26.46349300089553 74.66955646638222,26.451384251718792 74.66118179505175,,26.45632718769274 74.67329535728149,26.50708334547436 74.64148769610121
26.44501115742758 74.68984782795832,26.421626801372447 74.65514482808895,26.457102005322046 74.64160781646939,,26.44030602131648 74.65654549177661,26.408446578372214 74.63121088733465
26.47934779656318 74.6297642953384,26.44632179138773 74.6347496192523,26.423556257880513 74.67412587220332,,26.43045627701241 74.64746188341798,26.43866439850658 74.62712243781328
26.44067499976913 74.67894386945059,26.447765765759105 74.614399222603,26.39610516991452 74.65196094975762,,26.39802793968534 74.64911724962329,26.441915437547554 74.62650524150445
26.442168540150853 74.67384427906624,26.471772838505522 74.64071054960218,26.479911056286614 74.64225979347597,,26.461174318404893 74.5770907438179,26.439754391820273 74.67040939437776
26.432834864525777 74.66542672385708,26.496261857449955 74.64454021831916,26.389712533971718 74.63083120517742,,26.447305611253512 74.66696351056031,26.45865417525547 74.5741632826395
26.41783403575841 74.66141035332821,26.400219862772214 74.63621870502847,26.502133046939093 74.64285883521909,,26.447580653477008 74.597929512776,26.4217625558182 74.64916940656627
26.4190031509666 74.60486261140665,26.463392487435318 74.6002865206863,26.425062121887894 74.60047341795523,,26.40428011654312 74.63326482744111,26.396207173189932 74.63610629865639
26.40462662564443 74.64692147172869,26.428529035651138 74.66738496792156,26.422160163803724 74.64633320603885,,26.394974313514464 74.64048839789824,26.434398984820984 74.66750322752915
26.461111169768795 74.66007624836874,26.441004729624275 74.66624581487328,26.507744682024942 74.64642252975976,,26.43287704523329 74.59538212938118,26.47270644772109 74.62443645489195
26.447361152309675 74.61865488913368,26.38880503579594 74.63314028847012,26.501551516071608 74.65278695902701,,26.492022946222793 74.61266632601773,26.406412836208652 74.63321351929565
26.436268750923784 74.6605054952976,26.437220734276934 74.66049939044844,26.484705613274514 74.66476962843743,,26.402467319203268 74.61694860461893,26.389731870532973 74.64431361660498
26.41721395627786 74.64824566572798,26.50553218727071 74.63472799388316,26.444863755898666 74.63245245162585,,26.5102896874369 74.62934350244774,26.432500014055343 74.6484675820853
26.443543300335886 74.693199234676,26.464658282328333 74.59152772532562,26.449330977592073 74.69073689091044,,26.39372405762886 74.63673925288286,26.494100540673223 74.66118092159145
26.430930658687593 74.68369319287474,26.474791971305194 74.62154510521721,26.428535378621547 74.66099291908566,,26.445997371641393 74.66503332873697,26.424911027829815 74.64738237241345
26.398267783350573 74.62774936837008,26.409874086324685 74.65268919191455,26.43178705409874 74.6056462631004,,26.405361557998503 74.65194055138299,26.448466719066722 74.68728556472836
26.478220452377524 74.60585322249818,26.43160506892238 74.6325476404994,26.448443099951827 74.64414899450746,,26.47701480419358 74.66679529578636,26.39155432439129 74.62989551247414
26.47035832153188 74.63690368700502,26.38898077544583 74.62979269147976,26.391728400270214 74.63181618388873,,26.484623233141168 74.64842374252487,26.437076999183827 74.60688825387928
26.477563587710723 74.61954691384142,26.49617552279641 74.65001473826422,26.47001496304688 74.66471197307864,,26.41419258221681 74.66022259415836,26.46597034729362 74.63863258100044
26.443065073436497 74.66685084263308,26.385329535128367 74.6392764014115,26.446684392091093 74.66650281159559,,26.42577164889357 74.63248906161044,26.448809672779138 74.68960192807626
26.466321228085405 74.61893628150193,26.43334977229176 74.67120180539155,26.493289465206622 74.66288995173085,,26.427398627378555 74.62322431075232,26.439058563236323 74.67549266958865
26.466932086977042 74.6303308552105,26.430392271387788 74.6099843998171,26.421687939903986 74.62012676856594,,26.4261558173738 74.64120672069237,26.484767827926433 74.62738675977262
26.43718421955606 74.67052076728929,26.46857687213589 74.58765725410161,26.477665823074904 74.65444545652117,,26.468585518817708 74.66561651171402,26.41408899173344 74.60909488023971
26.398576885941832 74.63610219639479,26.482781084193892 74.6312042451831,26.467729047700598 74.63177952535258,,26.462630041992735 74.63262395533724,26.394591234912394 74.62513147043619
26.38540635244119 74.63259700376149,26.479334324610488 74.67247921889941,26.43973471695571 74.6377109377103,,26.411587960792005 74.62237169272346,26.42606101667685 74.60203429544536
26.456890133652234 74.60353535344174,,,,,
26.461061387017484 74.6025181119683,26.421235427887016 74.601623000206,26.507518760657646 74.65131168659501,,26.46857460038484 74.6707849601911,26.501721540789383 74.63883061021542
26.471361028997773 74.64968359650278,26.399425087721703 74.6471914578352,26.47655150540291 74.66653179250216,,26.4628763150062 74.57820466700089,26.43261062736742 74.60206417046955
26.440627892747543 74.62370196019225,26.49505102548423 74.64287131214945,26.492491529292742 74.61655110876282,,26.46524745046835 74.63949671034595,26.398044481367933 74.64653116308442
26.467079164979832 74.68131232549779,26.447488716508783 74.67503635927555,26.48862436363189 74.60694015566442,,26.489816490974203 74.66321522497438,26.446680229041704 74.67313511608953
26.445650206841673 74.63574336267297,26.417758768874222 74.61974692371335,26.467074789435614 74.67166008655667,,26.479859112332996 74.65440742510027,26.42368961997986 74.60714477340174
26.475713210644322 74.63659171043531,26.495981990957393 74.62119120633469,26.447049233964904 74.62165462697548,,26.405947301588462 74.61702928493015,26.426501653272744 74.66223541035713
26.41519793177517 74.62420091764679,26.441212515965482 74.6995721108419,26.462092460950835 74.63969844653201,,26.481218868353025 74.61799418023878,26.433322865952803 74.66540457327963
26.45834335856852 74.6045507764303,26.497705752951546 74.64929797540675,26.510202515002927 74.63723587010917,,26.46652134492526 74.59688852889668,26.44976449721694 74.67855040240632
26.4837632937355 74.60386023859223,26.517970574377873 74.64450851027992,26.4026839793976 74.65328828595354,,26.427713300304987 74.61617041411982,26.408965037682755 74.64802394788207
26.51625231481068 74.64535201924465,26.41075080059072 74.63169775811853,26.427495323289477 74.60530855592299,,26.46235367067454 74.638672641007,26.438084706926645 74.67785982367697
26.421994075250822 74.608452010223,26.496965403747165 74.63286606419352,26.50264512056153 74.61999959421782,,26.463636191549753 74.5966411738993,26.47632156682981 74.6089248304387
26.49012794338883 74.63342147865546,26.49358831907822 74.63817799352721,26.43366269599047 74.60630317116565,,26.38831511954841 74.63144754394995,26.416051117827113 74.6467581173581
26.46778091130234 74.67879524701581,26.50632109738739 74.64151190409434,26.45043764343031 74.68692276060212,,26.45119440584321 74.62919241187507,26.464742222802503 74.66706253676979
26.50934650813595 74.64808974062191,26.483487437670153 74.62733622740645,26.408642633594585 74.62215935661236,,26.436639537467904 74.59137201704203,26.42652039387405 74.65047129769091
26.511896811769525 74.64160265187725,26.45895054070021 74.65483298672773,26.51893246875445 74.63644455678393,,26.49375573212877 74.6102384017872,26.46853728233389 74.63954447170681
26.42957298710548 74.62019043673452,26.492693012687244 74.65249862128434,26.44351086138146 74.61624925427462,,26.4317619331644 74.60727176479604,26.473397479279697 74.64284974668543
26.411141477361053 74.63744837420178,26.471663786393187 74.64807738499162,26.43908793126962 74.58964151700873,,26.48693753579309 74.64728651366478,26.421383443765166 74.64914708645604
26.43355404057399 74.59111252266466,26.481025655905874 74.61173367091202,26.476668840174412 74.63861320968039,,26.505673514385546 74.62717712456735,26.445241872705836 74.58218110055506
26.458244501257692 74.61725646270823,26.40844694772919 74.65585214250142,26.46920818343076 74.6341111974696,,26.446956152624207 74.58417758646368,26.404838940137424 74.65260276375814
26.390890513237252 74.63676368921439,26.42405477848262 74.65389824426657,26.50650138306094 74.62278508553432,,26.44797502680768 74.60120170665277,26.45091061912417 74.6198911114118
26.473036704834385 74.5936825023897,26.40738107686321 74.62338092707307,26.48099587515526 74.63920988859701,,26.468758099692646 74.627509548073,26.474673388271665 74.65929119582567
26.475524982712198 74.6765181322523,26.494645237140766 74.64394517992567,26.460888176714786 74.5963885298308,,26.413640617982775 74.62824832464788,26.49127446945159 74.64351231793837
26.3954915651545 74.63557494598491,26.445728609210843 74.6279109600825,26.489323380368294 74.65146187838116,,26.444308901694946 74.65216292755913,26.43343736560532 74.69350004546094
26.447041909967254 74.63503874105088,26.50091871647665 74.64407633065034,26.463700656915606 74.64875896794092,,26.432724824117866 74.62426319291504,26.39668097809347 74.6451991929737
26.41179937624188 74.62673947074109,26.473654134849788 74.60365669459043,26.43258998264268 74.64348836021107,,26.41670129397204 74.63862885415652,26.518622762253234 74.64502505739755
26.48386285913565 74.62763432150793,26.43961419019142 74.64765415248841,26.461165424091607 74.68558295171889,,26.511325479429416 74.6446877819841,26.45283823311867 74.59717559378328
26.48193706063286 74.63437044943224,26.435093862402816 74.69087904636324,26.45543022691896 74.68263298860815,,26.448407691390297 74.61932991869121,26.404917393706203 74.65662766742781
26.458513363753333 74.59672837524519,26.448735349692765 74.60667851263044,26.425807788987594 74.62399711269906,,26.426957872576732 74.60046830226506,26.456081365460744 74.58608949656204
26.475091243065073 74.60144751892037,26.456630446712026 74.65721679351348,26.385177816127918 74.63314876069006,,26.515516672614048 74.63609128261245,26.452173645202624 74.60176480716024
26.422684234655744 74.63802820578346,26.49937255836247 74.62844694143733,26.45964989628537 74.60265878141132,,26.4368142480769 74.68286588308771,26.50255125381739 74.6516235718988
26.452669592258726 74.61402239606204,26.504724731745007 74.65612256842235,26.47535025817177 74.60458772041929,,26.414021020082647 74.64017710052364,26.395888058713954 74.6391271752762
26.45530362608976 74.59320960080055,26.427020824399726 74.63187252642933,26.4439548348007 74.6205194863907,,26.479647936325815 74.60673284166363,26.492675470733857 74.66059539468824
26.448539100508363 74.69559656260772,26.47026677654389 74.58432517532212,26.422527834250356 74.61410289961012,,26.487405209274744 74.66853241455152,26.450831992405252 74.58229473358065
26.439601805237274 74.67419067428405,26.462860860898672 74.66665474621527,26.43360963191648 74.6369659059973,,26.419007603618294 74.64582604750176,26.439424551306022 74.69145390138515
26.50493418928787 74.63625516168062,26.509809887633633 74.63862848896085,26.490368335086576 74.62475290602566,,26.447425697856822 74.60455225850241,26.48280328446002 74.64779497438553
26.46899196706334 74.63421492168817,26.4106057015441 74.61231343389714,26.488420314419685 74.6371342415535,,26.461896434707498 74.68322313108087,26.43251225930786 74.64750748169314
26.464361963559583 74.62960665782371,26.489676749157343 74.6126032261973,26.444027236778126 74.69102872075318,,26.486802770410087 74.62495946805706,26.455003764611913 74.59196203196845
26.4919454226269 74.64949087984574,26.436059440488428 74.64667586344163,26.4258881484675 74.61613603993126,,26.44494026103777 74.60014944675773,26.438286728627496 74.63851003354425
26.475408949857528 74.64034730339979,,,,,
26.466822196992414 74.67293994900622,26.453753986969176 74.6375220636635,26.473776428360733 74.61996091841517,,26.425297555638732 74.62861356310313,26.464307470139502 74.61034443307098
26.452165161494953 74.594575607602,26.422006105499793 74.6011305019007,26.459116795251628 74.627091260187,,26.49336327623394 74.6638720033645,26.453987787783973 74.59590143443472
26.424932851221204 74.65524863907106,26.477998692629225 74.61124483692356,26.413612310382167 74.63436130720305,,26.44585901398795 74.6145908190068,26.43403772094053 74.61939473319504
26.497820964512393 74.61970285586256,26.506243745831803 74.63736733882013,26.44438177302927 74.63435592468011,,26.401506467479898 74.6249672926652,26.462435823841627 74.6186877887774
26.44107972656286 74.68104033238595,26.474811982197547 74.67682027260773,26.462998750893597 74.64222018531602,,26.438903460892295 74.66131478089329,26.46636779773257 74.676778861229
26.470546299887623 74.60538362014711,26.452085789770265 74.60495284638871,26.48654687402691 74.64137738368856,,26.464884719950984 74.67179286579729,26.4342683127472 74.64407298042065
26.4476532860754 74.65483367450473,26.440276784874303 74.59535572285972,26.46203318997773 74.63679513975487,,26.480618716499936 74.63114314901662,26.508262364041393 74.6465374541172
26.42031593169775 74.67412071997012,26.483860240027596 74.66677336412877,26.461727547180303 74.62590935356256,,26.480026594789702 74.6039444948165,26.46268641700986 74.58045179472408
26.409243604095643 74.61553029262306,26.425528410976508 74.62002762892828,26.483651584751648 74.65126307954615,,26.44775355020162 74.59976827699101,26.46590401254207 74.64703376658264
26.441623994219025 74.65293338199878,26.496695250872897 74.61985317855806,26.414324482421524 74.63200173442667,,26.425345522861022 74.60980437569422,26.467705286430547 74.63362845733036
26.458666000431784 74.62137581739168,26.42879824387736 74.65610160796,26.449374402877332 74.63052809760333,,26.42698302302096 74.60063502345041,26.448416661674628 74.63981297831087
26.478147449438623 74.66237530071919,26.44599581669259 74.64571730532911,26.431115458006765 74.68558707614334,,26.425100364181624 74.62695264294115,26.504848634227173 74.65513229270654
26.447712425075387 74.65250563663477,26.42241445036913 74.60833392476576,26.479080629006667 74.59501083632703,,26.42799961811379 74.61441954570567,26.453658769683674 74.58091052959935
26.445516475111994 74.61374256887933,26.41265734355208 74.64542214980513,26.47819036382368 74.6025289869535,,26.45690006911622 74.64105257407043,26.413889094741755 74.62258197416105
26.49276536182004 74.66182651528618,26.502189467376372 74.61953790826807,26.446035382341847 74.64608183468822,,26.459169222526327 74.57519571076594,26.40914548848056 74.64169040833985
26.434308227998866 74.64996428048242,26.458315659815987 74.57669336886165,26.485657003639524 74.6317751267802,,26.47959765723817 74.65182334633222,26.41678403800982 74.62408510854772
26.42167263717094 74.612980882706,26.43159303284744 74.65736141974278,26.422219523035388 74.6169594963828,,26.421026063384918 74.67223029926642,26.387813100673135 74.63768273200344
26.478090936071084 74.59987889878056,26.449941851602972 74.67348467924782,26.420643158786863 74.65181846509103,,26.43782820572695 74.68411896587091,26.4252627992741 74.6315235904177
26.397740457334393 74.63171462218857,26.46825013642096 74.6806517872218,26.453243931236983 74.65193104196577,,26.452309490408396 74.67644514047446,26.452047381868038 74.66060533341583
26.409606028159907 74.64525760503584,26.42473396175965 74.6391114567299,26.44895005179503 74.65502133650406,,26.435221335255576 74.66922780915876,26.438003377212727 74.60905169012989
26.48452216799669 74.64649721110617,26.482048715824646 74.65299267430598,26.481551455074193 74.65353845822021,,26.40733113654568 74.65142931867744,26.439635062673627 74.67994904706087
26.438682534542064 74.6261779269338,26.41609547266411 74.6443688827962,26.43628195368964 74.69643204390279,,26.489394272367207 74.66087748345852,26.43176493952335 74.63469850886247
26.469426366326157 74.60846871726784,26.425391925457816 74.67108692828855,26.439844516398296 74.66482089437633,,26.48768803028476 74.64460305078147,26.417468446014396 74.62996201624556
26.437648623730226 74.60456336549566,26.468597997016744 74.66042877232101,26.44309326338912 74.67464364403074,,26.42960722497882 74.65521115602652,26.422843402095793 74.61920840565841
26.42869127914364 74.68624904869735,26.48278522562047 74.64395979722048,26.43665849357193 74.5985654468314,,26.46249997977901 74.62354392411983,26.43196795802746 74.61456944642985
26.43715830465187 74.62498813298743,26.419127212900847 74.62514891888706,26.432203443831046 74.68942371975787,,26.44471249467168 74.69130634765396,26.492054968395557 74.64730660511398
26.45557634890698 74.62234800219728,26.50090781496577 74.61837726113846,26.445424625305524 74.676130930253,,26.436016349298782 74.59780094180783,26.46672029515066 74.65501464457503
26.433631836471555 74.66880490710422,26.483849309302226 74.61476557531726,26.498007411818932 74.63137926259587,,26.47844974021428 74.60137728165023,26.488543491869553 74.62848257064132
26.475611055449274 74.65961314657454,26.457189906771358 74.6386292218328,26.45582576592021 74.60614384920784,,26.446153919439304 74.58264863729516,26.42764955015107 74.64676099087609
26.434834400610523 74.69462194373487,26.463834689821287 74.61933072942182,26.435132393430887 74.6687200156149,,26.455565031068144 74.58165757893536,26.412936842264685 74.65928967307549
26.453091264263133 74.62742251751746,26.448115341098084 74.59220537561704,26.489825595978775 74.63278516516232,,26.489664958098736 74.62018597032002,26.496553323482647 74.65623939240606
26.43315606119907 74.65168862489882,26.453081328127524 74.65123197650647,26.457930130694443 74.592085524303,,26.491285898355695 74.65710287053294,26.43519263346719 74.65534031376785
26.468112007816984 74.64203928871726,26.485111966984633 74.60387353298802,26.50717693946975 74.62836674084045,,26.43807132247556 74.65499240066563,26.507198413104252 74.62668926860233
26.473410559642435 74.65310771366086,26.460070342983872 74.61866889505157,26.46158196095125 74.59657877623779,,26.3933211038337 74.63245282296594,26.493690286129528 74.61811461976642
26.43906146350003 74.69280535134394,26.411645868035254 74.61800915722259,26.493763678806545 74.63428534903464,,26.403642937564406 74.61823126743971,26.51204795326617 74.64272431649493
26.45306301601669 74.67576569456202,26.483159170971163 74.59893065802332,26.500372176021152 74.64931451670593,,26.415625427196115 74.66744962395589,26.416998314800743 74.62818559715699
26.4659998904095 74.67154921005043,26.466577197545085 74.62454390825513,26.45893438098652 74.5891628756016,,26.506511800221055 74.63134329531677,26.491206985003796 74.63876351318794
26.425051389797687 74.63877355591335,26.43180014172257 74.62863222260982,26.42484493309065 74.60894003094309,,26.460354036718968 74.6526309412748,26.485357134898674 74.61130095632444
26.458711508786887 74.59971345525663,,,,,
26.430672972035573 74.61762121717189,26.49472754941833 74.63350668054204,26.415189214001124 74.60880860423107,,26.47974926449864 74.62634448993816,26.510877182951653 74.63792351839005
26.41483621742444 74.63824327544577,26.419193797937265 74.61868949801192,26.455897705868164 74.67473986602926,,26.433148320658084 74.67770421667946,26.48273701086866 74.64185492995439
26.445859630391915 74.58337863160065,26.41706025095269 74.67137816223183,26.435683726248293 74.68174054364002,,26.46384518794885 74.63759168335541,26.44443268882148 74.60961380760622
26.458705752893056 74.6391667776116,26.433446643061227 74.67720861424328,26.476215258090875 74.66756815077088,,26.418497525772104 74.67733137454718,26.474048271156196 74.63236396980594
26.40715138498905 74.64318667120841,26.471094645193215 74.66250060405422,26.452639873863383 74.64283720057085,,26.505306461594607 74.63378884589854,26.453172081146008 74.60451618083262
26.47103564806264 74.62745981269826,26.469603373135598 74.63365050998632,26.456348600264757 74.64639351239585,,26.481912875145657 74.6585310778603,26.421788618646815 74.65859716827633
26.504368498081817 74.6462239414188,26.443695675856617 74.63748077652522,26.451362488334308 74.69190667784095,,26.467727973257915 74.5825991654093,26.443278020616614 74.62380446488552
26.411072240180665 74.6370075818088,26.477224219090036 74.63666158398276,26.451190662341002 74.5834914170922,,26.45402213413904 74.58197199234633,26.438750750271915 74.6507128328532
26.435391091437047 74.62071532909492,26.476225268586123 74.63043649027634,26.475584867620885 74.65579580966792,,26.43139896809467 74.67330332946567,26.499919592491278 74.64787879489225
26.46417448073999 74.66038677537463,26.492819978458794 74.65710727082129,26.42878731933386 74.638397577568,,26.457780673315597 74.67154177438164,26.397142226025608 74.64696007079073
26.521641299450987 74.6403839056869,26.429039136887642 74.67686989432974,26.420099925995967 74.6085678599027,,26.499022916195987 74.64558390670905,26.38670167495404 74.63148645635378
26.416317137614282 74.65652217968288,26.45810317741729 74.61493446333209,26.4802919639908 74.59592273948216,,26.451252431082853 74.65221367501297,26.468876601177886 74.59360773408876
26.497990179455755 74.61979881508653,26.438704573028783 74.69906201374067,26.441071763652605 74.58473555484137,,26.475794073653447 74.60272448727424,26.448712019183958 74.66998732444218
26.415002163878682 74.66809667733735,26.455803631648994 74.63265266337483,26.41189028064441 74.65861710757392,,26.43102331319291 74.67878284391176,26.432050579563473 74.61951098200605
26.492722745876108 74.63563117729942,26.43299398683526 74.62883272840884,26.487540094141416 74.62032873960929,,26.414482836423627 74.67104002099563,26.508429723886298 74.63864228352115
26.386036097693836 74.63412611277745,26.427143629522607 74.60457694680944,26.462541862585503 74.66244682479575,,26.416418661046812 74.61587872866299,26.41069548283907 74.6353407331448
26.436972961642052 74.63732477561189,26.396314142374234 74.63572143613133,26.44013427919442 74.58406730042789,,26.472487971895145 74.63221686543534,26.433257684726993 74.65447186773595
26.46620226934568 74.63378612023523,26.467547501597267 74.62462393217893,26.421174552023302 74.65299923776936,,26.450473553631095 74.61355260360372,26.45470329798368 74.62632791449073
26.46552866636198 74.60681651804852,26.45902112366072 74.59751717037923,26.440819894865378 74.64003931681125,,26.414511915111202 74.6256217410579,26.442230855279725 74.68443209979681
26.434995803237587 74.68043741340082,26.41891660382228 74.64727127339899,26.472009868501196 74.6676640212752,,26.435662213247298 74.63279156931256,26.467600131675322 74.62369924049352
26.399426970997567 74.62945737163675,26.446135956118887 74.6914912443326,26.388935724183288 74.63674760926733,,26.415038852378462 74.64602435876559,26.471982292246484 74.59484190385612
26.42400524932918 74.6412246089237,26.42045546818942 74.61944350813953,26.45279674713188 74.62489201100527,,26.412998108625 74.63603806949374,26.407317155040598 74.65081072485863
26.431393210825576 74.6877812607879,26.448673039889353 74.63577265461242,26.519252322091198 74.64262521248308,,26.453574051273808 74.66906767404103,26.51123289218768 74.6492934076952
26.426757251247235 74.64750305738019,26.508572028703256 74.63202388190139,26.472997247074794 74.66591621243,,26.464111450078065 74.6845521840484,26.42895060646044 74.61243816411708
26.444757274082516 74.6123081129894,26.459641788951608 74.6693329751295,26.48911044828947 74.61179983877682,,26.423987991363493 74.66590480842795,26.42000726660313 74.65186311578442
26.412527584212718 74.66874299852705,26.475158712968973 74.62881550607933,26.438437301945424 74.61199793937747,,26.487844251352183 74.63906900726646,26.46568834215231 74.58659377882753
26.474892446234783 74.61133093989946,26.477256838954514 74.66971858165584,26.448627342946487 74.60179259582502,,26.469863153272534 74.62697814210075,26.487827345265917 74.64866348585576
26.48169961960146 74.64023883525718,26.444956752391196 74.62590952653822,26.43092825187146 74.59363285197045,,26.456013180933436 74.57616603113729,26.492563095368407 74.60906093544637
