Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.889573090547366 75.93500108749534,,,,26.84592650300415 75.90796854011593,26.969455832264646 75.81453473186723
26.83778557723645 75.88178593787842,,,,26.846824762160065 75.84769024113923,26.75900356723574 75.832773518992
26.937664271357527 75.72834479422674,,,,26.870075236264086 75.83317934894494,26.93053482835071 75.81970165239333
26.974224770289354 75.83660951398063,,,,26.882443832054047 75.94493720977802,26.866005906100547 75.90432800333156
26.92301238225153 75.70956431355653,,,,26.776094682942556 75.8089069090637,26.88444069192777 75.69658964716317
26.921971012123205 75.79255150966802,,,,26.817622426583647 75.75989020790182,26.91833029055517 75.89320901448531
26.795865370789276 75.81773214179037,,,,26.831110213218142 75.82263457028527,26.984971793482973 75.82529502505419
26.8591992528362 75.77466375704499,,,,26.823326703261746 75.81053711394621,26.93507303447869 75.79538232961934
26.95340638548839 75.85035020831474,,,,26.873907939545497 75.90893931831052,26.98405525885239 75.76115580970134
26.789231232636354 75.83080717132802,,,,26.894392594849887 75.7132639609953,26.959579797431957 75.71999237838612
26.987220574359466 75.78857307543238,,,,26.798962916034355 75.80482993690362,26.88132277568072 75.85824693539323
26.853910717658064 75.8706211819278,,,,26.7816917216601 75.8242966404256,26.83916032178522 75.84754904208526
26.954509169289537 75.76969326575197,,,,26.91945636324538 75.83550748736165,26.887511143498987 75.68600219267076
26.914223797969523 75.83646403390001,,,,26.925716794085766 75.87579903216898,26.989801564617174 75.73821635020843
26.889045429867075 75.72420090567913,,,,26.959079979444283 75.72215145536565,26.932796122466332 75.70843584390937
26.948197138250055 75.8627378906305,,,,26.862243897097013 75.85218276305189,26.93614838614966 75.69353472064367
26.916956699499437 75.8678546976192,,,,26.808727738704988 75.84327592290009,26.82937010446054 75.76015415906127
26.990422053345704 75.80828460661601,,,,26.806870757560226 75.78201900703408,26.917491539062382 75.81178403460925
26.915110805793976 75.87403886858847,,,,26.956399675972268 75.7030268738237,26.899834251087253 75.7139641323214
26.810244824529175 75.80765352782169,,,,26.921876013665436 75.65113905081297,26.919020264634156 75.8412123486364
26.94040583636306 75.79331767164147,,,,26.915393484893308 75.75890111145213,26.826149739493463 75.85000260370339
26.90443459439248 75.83999649109296,,,,26.884213614910788 75.76821265903294,26.914704728328974 75.87066728508964
26.891476408899546 75.87282678665353,,,,26.92656814473384 75.82086199078445,26.96709079545047 75.82067034961537
26.91545235311888 75.67291093602566,,,,26.991402291269143 75.78481413295063,26.89778568482736 75.75300382709607
26.815410478973227 75.80909006474624,,,,27.008208327354584 75.77659294292074,26.911347570019547 75.78852334953575
26.804436859183788 75.8301329549439,,,,26.78939176527976 75.82183964745583,26.82471165043973 75.79057668238781
26.78017361220403 75.86603606463778,,,,26.81274083297085 75.767362785824,26.95800946120615 75.79213713166287
26.913429529462228 75.7468014706258,,,,26.96492783839486 75.76330632633234,26.92022087964627 75.8095896189324
26.9531708989414 75.84013380156716,,,,26.8044881763432 75.83063614329924,26.86831734952171 75.71892070268962
26.877188294279406 75.85184569236398,,,,26.90898768531834 75.64750145185614,26.90381330183878 75.79916737893099
26.94187774223874 75.79834412298689,,,,26.89338294240661 75.79870019902451,26.892458296264802 75.86947360680092
26.989269597490487 75.76184229676909,,,,26.86601863609254 75.84163622908805,26.899113369074744 75.91556362511025
26.993879268001805 75.8035688935042,,,,26.826204749212266 75.78965247081105,26.866335700166236 75.88426580708044
26.76544091193336 75.82913332018863,,,,26.786844810673305 75.86565408907568,26.871014170531627 75.7676866188607
26.820761986128666 75.86962803925228,,,,26.877081115266975 75.83415660160426,27.00125173273879 75.79918239458756
26.8528568446329 75.8935375294201,,,,26.84802490875374 75.7593334574445,26.94466245386296 75.68577562534642
26.95897746361696 75.78262529882633,,,,26.772347550396898 75.83884169913092,26.921579758661984 75.83774840898006
26.85394204466387 75.74642538742033,,,,26.86178348906506 75.81030444236552,26.772865600552887 75.8335808883295
26.854494410600587 75.75140491903113,,,,26.92290764467132 75.68645963882231,26.978590414322202 75.72598283901777
26.821600470356092 75.81333673125717,,,,26.84573234012541 75.7922183771431,26.908841282120633 75.74668565912616
26.84642476296888 75.79704432403099,,,,26.901555532670912 75.79808450189887,26.913251784912497 75.86756176161308
26.820974493546153 75.77393424004627,,,,26.868121059411266 75.81230670481897,26.83313737310037 75.75578264831393
26.841248757233522 75.88074787108921,,,,26.93399960137711 75.68667287335141,26.826719518228522 75.80873558464944
26.801352212246062 75.8014540971354,,,,26.874136832093473 75.88197342844967,26.828791703900126 75.77332546121268
26.934518711535432 75.68074694721375,,,,26.805983739781695 75.89123511658485,26.928287118233584 75.82135995364071
26.89948753589827 75.90771828929505,,,,26.942989091880996 75.68724654764895,26.913343245793055 75.89869624151716
26.89260442504482 75.85914658152916,,,,26.950023520661926 75.78807164444548,26.881253247796643 75.93787396549362
26.800806396972998 75.80224252977055,,,,26.94027532192499 75.70138056999666,26.921649225208643 75.69167367198175
26.916571354867262 75.78041916187196,,,,26.905110903944433 75.78098155832758,27.013696765104232 75.76910805715333
26.820902143152207 75.83964522426241,,,,26.890941903020014 75.84364459987738,26.971916148712182 75.7611808733627
26.882958001075565 75.7182794833723,,,,26.866205767237336 75.85445152462363,26.92811774488687 75.73643851371129
26.958630602851883 75.7626659975958,,,,26.887633081286243 75.72885140003224,26.868104463582196 75.79317607511925
26.920297239042554 75.67662349543974,,,,26.779965855348884 75.86836658141954,26.9463660681196 75.71561939856156
26.833014146472692 75.7918831088804,,,,26.855321644879467 75.8513098254625,26.93884909327907 75.74656562804263
26.825967897200993 75.76138833735712,,,,26.898044584653405 75.75792036007722,26.98857861229489 75.76990265799138
26.918303984945233 75.89456071377126,,,,26.840532231931206 75.87226691528919,26.963319169916417 75.76921502332995
26.958054756958752 75.7522272866484,,,,26.89928824643384 75.69168456114856,26.85665251735703 75.76121306831891
26.894050158970767 75.71845971947158,,,,26.826366439179992 75.81635072796479,26.903379234867565 75.74956415967418
26.856901484974912 75.83785574229232,,,,26.970719482284128 75.81285896213859,26.91722123479504 75.80127280995033
26.909237113359147 75.77020915864797,,,,26.974049965245708 75.7302264566278,26.90785470658675 75.91000831483606
26.995284171761643 75.79934316480751,,,,26.933813712812206 75.76058499690424,26.88588991678963 75.72074891251003
26.84254453053944 75.8095197857862,,,,26.85907986286263 75.70871271587589,26.97802304502429 75.7288673171826
26.927620161834728 75.79882993160035,,,,26.77886006953959 75.87149462404561,26.9233947669258 75.89451295743187
26.831754285057272 75.87554983001219,,,,26.896161091452274 75.73334344378301,26.90322380221629 75.65688136036822
26.874688546896547 75.80424335580051,,,,26.893912567491867 75.88833967838464,26.915821745660686 75.80894998752532
26.970927103890258 75.80349732578125,,,,26.951986789658733 75.6979220179683,26.93662000747482 75.8254280847813
26.847051797643825 75.76327814796007,,,,26.97329761902844 75.77205393129405,26.842025309575465 75.7317881945334
26.864684520379566 75.87877906585021,,,,26.87970031043816 75.82546614912629,26.92935561690189 75.76982154084662
27.00512278905473 75.77696048202847,,,,26.78001440600372 75.81789699104345,26.813038584954057 75.89042776033608
26.934340459776706 75.677443513832,,,,26.928531357258827 75.71531996371804,26.962451688997888 75.81958205287411
26.81990150904538 75.86773742329108,,,,26.95871651785938 75.77139149820756,26.921251419705886 75.6847040047725
26.927277960800193 75.79927366926141,,,,26.893145779340667 75.7570607675571,26.86466724537496 75.71425260235429
26.837540106332447 75.762333674071,,,,26.986981226344447 75.80074009535215,26.897572853602885 75.71207420481095
26.92539482812566 75.71507765196344,,,,26.8090508485297 75.87418513098048,26.96236545129006 75.7871568853222
26.89935665615862 75.80337127057437,,,,26.90120279826976 75.80779492599629,26.951122071232437 75.8320226319587
26.865583035526765 75.85678073022129,,,,26.920350123056284 75.80929878342472,26.880965275838093 75.83191204952502
26.899597970435686 75.6823579892932,,,,26.904707380875788 75.85670536265133,26.94549519010515 75.84921854396836
26.892113020796835 75.66692406798425,,,,26.986262474992618 75.77918886030716,26.845376967808985 75.8393820518082
26.89833170957386 75.73908070723797,,,,26.970654123860673 75.71800271543756,26.909185638190568 75.83961681741155
26.873055182724983 75.9103628431297,,,,26.961704565214653 75.75744437059964,26.84261699263339 75.8934150364104
26.82503882388356 75.79780796500647,,,,26.922150059201126 75.79017320000314,26.788359885716883 75.81158387138997
26.798783304810826 75.81671162625139,,,,26.87012800884143 75.81566538673466,26.778632507792985 75.86714810583622
26.854764959745587 75.80709582940285,,,,26.851542684478645 75.91753677241994,26.872577041738765 75.76112130271133
26.912793428945687 75.69209957890848,,,,26.900161117363087 75.8727702122261,26.811130242655096 75.77336778455417
26.979767636107496 75.82827616336259,,,,26.824247946672216 75.77525800117749,26.883655559616727 75.78985700007688
26.897901648701094 75.70768297033005,,,,26.949830582592288 75.70636338882889,26.86259412064128 75.82541904920615
26.75910110171126 75.84498627145726,,,,26.89963064193009 75.6667044271651,26.859618576120702 75.75345022496363
26.904738517832403 75.73248915324193,,,,26.841086301431027 75.85297382431565,26.830669734955165 75.86465693911987
26.950461127209923 75.72869167462937,,,,26.812295367221456 75.85012802754244,26.8633583902886 75.9222682623439
26.969307740269933 75.81636183540918,,,,26.967376157859587 75.80712415939925,26.856037827569995 75.76568456177934
26.82015584085506 75.76456536393268,,,,26.883084843870567 75.74385393920187,26.84095010243333 75.91547455703662
26.907705359827553 75.87527385617837,,,,26.904749798364552 75.90785386369515,26.873644422314346 75.73792606441465
26.866974296254458 75.71216638827279,,,,26.75241694260506 75.83391788537828,26.898950640290153 75.78353447503562
26.85315790686504 75.84874884681778,,,,26.950619475339874 75.78416205953658,26.995095237972407 75.76544143592199
26.910463465590126 75.68072353572752,,,,26.858327169741266 75.83596949508832,26.823625044416975 75.8376762592877
26.92173673876424 75.76733711146711,,,,26.888590256678295 75.76638041970416,26.79952003013793 75.85889937303804
26.854322380238145 75.75599901369765,,,,26.840752447427445 75.90914349914281,26.911320873980124 75.81058775234516
26.86444433725543 75.7959922994496,,,,26.873354652536054 75.81949834696918,26.950897763625893 75.84343341584652
26.918946405841176 75.85769126932641,,,,26.89311931632071 75.66457689043986,26.908907618891405 75.7452391835814
26.915091688279432 75.82441215586809,,,,26.92903183001256 75.88571955548649,26.864176485457953 75.80020618491433
26.851042109364727 75.82520145360307,,,,26.782956755641283 75.805054401766,26.935863331345733 75.71836163728277
26.95382930705602 75.80142017701658,,,,26.96267897859772 75.70127685443795,26.9304047563967 75.83381452092513
26.77431752838227 75.85354068055291,,,,26.96063936510296 75.76869311656142,26.968232518880527 75.80437250842716
26.881350078787204 75.7099366086848,,,,26.852496425488265 75.90502869600346,26.947739302380175 75.76374253733572
26.90931716468711 75.75393238502566,,,,26.944111420311454 75.8122756870524,26.774658315638007 75.80801821924265
26.76637269455415 75.82786021137439,,,,26.878411491742018 75.90020051242324,26.816164222473418 75.7904108551087
26.87259449737327 75.76066727136143,,,,26.907343694135964 75.87846298747543,26.861439660393884 75.8434658296477
26.8834255238198 75.83511668606783,,,,26.92265619004167 75.74901783100007,26.928992771888733 75.75837029202677
26.854230179857055 75.90952966105652,,,,26.87490290209914 75.71382143332376,26.810868280916186 75.850605676094
26.97866903032552 75.7578421412859,,,,26.905383294494065 75.79771451590183,26.80593833791547 75.81719827122485
26.8581161897686 75.85221188338387,,,,26.848609554821547 75.78370631852987,26.76665438344956 75.85866384739953
26.85703680925197 75.81792878519734,,,,26.93397683445399 75.7708937669869,26.85814945823601 75.90992880468802
26.75183778291111 75.8522848512204,,,,26.867031997538707 75.71939217907062,26.905547603984118 75.90345327081744
26.868926110245305 75.75768585020333,,,,27.009705512705057 75.79547045626987,26.9206526232159 75.77786042830611
26.857746755403173 75.73330357486759,,,,26.946732112607474 75.71274919463922,26.97273998760383 75.83199074716158
26.839736383252102 75.79281553423462,,,,26.872414602739873 75.93803032458224,26.866895386779504 75.70027666334501
26.9934645593924 75.78666969682358,,,,26.924847288575055 75.72621623005833,26.909100027068238 75.74593912235778
26.9635213113167 75.70981154203268,,,,26.891085458329563 75.8885583819996,26.852663388104105 75.80494316965357
26.95565658812376 75.70430031083808,,,,26.854775698719532 75.72230890821477,26.886289523366337 75.86936310821135
26.91923611467083 75.89856086935403,,,,26.765461688123885 75.82086339277383,26.9011477575695 75.81264676241032
26.882833778851403 75.9360884881062,,,,26.762090346777914 75.8360969418949,26.808122504432834 75.89136121179278
26.98660662326825 75.78475453660381,,,,26.795943001606055 75.79650835712643,26.910808863865796 75.87203655749512
26.973864238378063 75.79379577429383,,,,26.871188756279302 75.85746045337203,26.77445403410866 75.81093067479506
26.890752223126125 75.91435994977876,,,,26.77769087657113 75.80576633198184,26.79590934789868 75.87269140461018
26.839095589171723 75.82925430512644,,,,26.883339114052422 75.94482440007732,26.92498918820169 75.7333003892173
26.870679314319204 75.75064897723882,,,,26.873975973238565 75.75266050767836,26.875711630533598 75.90011366454668
26.805768891220207 75.85112742455229,,,,26.8153438927948 75.80587745021742,26.986807243751983 75.80462887448677
26.841610215970764 75.7776732035446,,,,26.849150509180873 75.82881120088963,26.932978742449805 75.81325843565445
26.775569336293046 75.82951643433245,,,,26.939193021202204 75.68748853368449,26.918015947792558 75.72010211115777
26.812019972967278 75.78072221417935,,,,27.018376846416995 75.78135494664093,26.98087621893081 75.77837246282171
26.93669150652634 75.8205077894938,,,,26.913212002920954 75.773701352817,27.00038708183684 75.79215702267594
26.970948869522342 75.76866272640109,,,,26.80891991183446 75.82192695656289,26.896296246704146 75.83263428840785
26.804973001747065 75.77849463764035,,,,26.82701473278895 75.8975666867204,26.95354815962027 75.81066052080185
26.87277712896013 75.70880063152805,,,,26.912845979936268 75.81418655997012,26.809674209344006 75.79723097299279
26.94485754627064 75.8138374013034,,,,26.853644555925445 75.80878320546175,26.92829469806931 75.77714439068556
26.99733184173875 75.78952018770723,,,,26.77562096979141 75.84897254817326,26.786229098358326 75.85454105488634
26.770987908755224 75.86278990463575,,,,26.836127064568775 75.87007895051862,26.822276953301873 75.76847529018859
26.78738775948907 75.86853011617328,,,,26.834879032933465 75.79138538960032,26.95261811269469 75.84988677729346
26.912765138672274 75.90018897151701,,,,26.95708722318109 75.78161462341845,26.923572733415046 75.66594133389447
26.89603308316947 75.91518543612507,,,,26.90815746077377 75.79128128970298,26.946733913300907 75.85069658045192
26.856986394045748 75.84503110799515,,,,27.01884821622782 75.77472956057477,26.76213224144239 75.85824783741214
26.806282184950355 75.83508648190633,,,,27.00060329640681 75.7883507158926,26.853105775177298 75.72850454039188
26.81923130195033 75.75826782019188,,,,26.9761805501976 75.83487853889942,26.929501800748614 75.83637080532017
26.781637512610995 75.85529396751653,,,,26.843071651625124 75.88754843652863,26.889159295015727 75.88529977700475
26.89081094638167 75.80167588088918,,,,26.93453119808407 75.76129283488032,26.782689217229997 75.863344491417
26.942160065310297 75.83325839781254,,,,26.88932064823543 75.82173024175361,26.904858875431913 75.66564411604534
26.780516175163335 75.84664309259652,,,,26.9473476962208 75.75763243710709,26.944433486411803 75.71784894603549
26.899876117203757 75.87635767758266,,,,26.831791164135183 75.82372411906057,26.896240776924813 75.68659698436602
26.833762484923536 75.78339466471427,,,,27.01012694144877 75.79528204902611,26.796056275185983 75.80644609236873
26.907062896573112 75.76057225191632,,,,26.867484561396235 75.82735318394815,26.898082354049464 75.69012525873116
26.95983691861933 75.81003957520024,,,,26.82412457095538 75.81779656504786,26.814685786499844 75.76382219456688
26.87970384542746 75.7605873538724,,,,26.953602949415888 75.78295318304511,26.991935963104925 75.79128385663397
26.953938106119182 75.76486842967952,,,,26.818146289591812 75.80845483840899,26.872503194358682 75.71074048233024
26.812211278220587 75.82101713920159,,,,26.830320052894674 75.79694543011284,26.89543744723517 75.8453017541558
26.79115123590993 75.83348428467367,,,,26.913942931800477 75.66074412857346,26.795313161108158 75.86988337708124
26.953396839830074 75.74039711020971,,,,26.90682286758743 75.79710442984808,26.86444406784437 75.7656220850932
26.879188346792716 75.71568700123875,,,,26.927123436337503 75.84237124377462,26.97440446087218 75.81965143366568
26.840469718175612 75.89726836448337,,,,26.769259084261112 75.83902028113255,26.898003782184553 75.7859428172048
26.977815480888857 75.78541144382572,,,,26.85089491926926 75.80570376688588,26.87883541483457 75.72829746841703
26.920587325446295 75.6906492553801,,,,26.847644291714825 75.79909833101773,26.84411303288064 75.84362921616977
26.955147522545115 75.72114927587089,,,,26.970040696471656 75.76534724228982,26.91527991956362 75.83757566794903
26.850165517554405 75.7562883892739,,,,26.885671647171115 75.87507995742644,26.934658382876247 75.79595303808156
26.7721105223839 75.82811217251569,,,,26.87101711771658 75.87087350527976,26.781473188802675 75.83125980002873
26.847215930592217 75.86789106853641,,,,26.94561616627861 75.76687697085217,27.017312101602602 75.78535952798323
26.941513836297865 75.70249632943913,,,,26.94051280939257 75.73811030124051,26.955924596920305 75.70147932116471
26.890811921600474 75.76695581914154,,,,26.876582574624358 75.83111934250567,26.86524559135901 75.92013845488974
26.941181476610346 75.75602018235462,,,,26.790763082403963 75.79335095675641,26.960242311268686 75.72438103936562
26.96621545083031 75.78360372547785,,,,26.782245221705942 75.81569052706183,26.937414420898747 75.83849023970389
26.778538769660532 75.80428880697794,,,,26.856608188945284 75.71130058231613,26.90103405628298 75.83989478646916
26.870541160173694 75.91897377615864,,,,26.90030635109248 75.79997245735099,26.80252862694017 75.77655021226367
26.886593468642882 75.91086875284974,,,,26.871692113186835 75.91640002511741,26.818120936614406 75.89224013361618
26.862693886272083 75.7465847658338,,,,26.76614366823848 75.83396465815044,26.931306329055225 75.71919439678405
26.822875247827067 75.81906554236899,,,,26.93303932007255 75.67736839757885,26.772282236347532 75.86219143904088
26.865274605035708 75.8162513735783,,,,26.919263449605108 75.83502061959089,26.826775480562542 75.89509402284342
26.919695143451474 75.75697813643761,,,,26.7825096385544 75.83305623861398,26.985003730365055 75.74297161885332
26.85623340952001 75.91414568490757,,,,26.85364485081509 75.79852820977129,26.866493101122156 75.70220973165091
26.920056355989225 75.84038372184497,,,,26.80839932627416 75.84017759016369,26.90296516171504 75.75357767669463
26.927008332030475 75.89598988279712,,,,26.880429833553737 75.80084320436808,26.959211387532957 75.80068345015313
26.83956189676753 75.88252489329314,,,,26.902369956532056 75.77148095188635,26.968588230655367 75.8312199844231
26.901158757086662 75.77250950630857,,,,26.928701885654792 75.69336711842878,26.94277765169277 75.6886615934762
26.836334844981753 75.81989896207018,,,,26.915463698178435 75.86828822536073,26.81807362804983 75.81711322684808
26.915786699301883 75.83015278658239,,,,26.947132800709444 75.77620948850253,26.889842621806633 75.730121171488
26.88115678381355 75.73642668327044,,,,26.954498298295555 75.78918031591171,26.919733733362488 75.67509108072267
26.874935930628695 75.87491184810767,,,,26.90267425903628 75.78213331863284,26.923950537571997 75.66687532516295
26.87471721619444 75.8782282693361,,,,26.820523222939705 75.76349555797579,26.933526914125473 75.87867581076434
26.848455253776375 75.8530201869176,,,,26.942486889002847 75.68136866798237,26.889958647188298 75.83652651541286
26.810407022645755 75.85961772174474,,,,26.79954342153522 75.85288520871406,26.915952555979715 75.70877069932493
26.869641766774116 75.76241882674368,,,,26.951258765529623 75.74952539488196,26.850737697283865 75.80399533196862
26.8874247462037 75.73336641053176,,,,26.939825416356772 75.80657155405667,26.795833115502187 75.8089959145871
26.93580625646257 75.81192237346525,,,,26.936021574591553 75.76373856377619,26.79071624296684 75.82874022015807
26.930314296845186 75.66736905930821,,,,26.833727897993054 75.84637574008858,26.92562586145188 75.67598021274931
26.85438088926734 75.80392429324583,,,,26.818889646854284 75.88589951818544,26.882557331537583 75.90623449083225
26.96258769326645 75.84828435053632,,,,26.89369005155207 75.73326032441528,26.920460937185247 75.83166128957052
26.81891121252836 75.8173494834536,,,,26.937343593751567 75.85873724948608,26.822382093183027 75.89637005288913
26.90155767905581 75.89877722648075,,,,26.820061857764465 75.8282427400193,26.86682908273283 75.89384314376863
26.94906617828409 75.78353764053577,,,,26.83274891419237 75.8892515519428,27.000757982231153 75.76141662035947
26.91017058140564 75.6443538439706,,,,26.94317782530755 75.80705755894535,26.97009335433426 75.76096283071534
26.823429681523805 75.83180872838871,,,,26.785252247505777 75.80825793056451,26.893950361959373 75.87257366898731
26.85564635661173 75.8065035310119,,,,26.89296647226412 75.80932870098242,26.982312968735314 75.74744298093138
26.851974424878875 75.86001739651057,,,,26.870004436234613 75.86745687729572,27.000278916237622 75.76241480915976
26.836464336435448 75.90059388448745,,,,26.973060833813435 75.71414017118833,26.942986298928542 75.75106387144635
26.79692577650213 75.85051081833176,,,,27.00094065004024 75.79160009055222,26.927617122007486 75.77693287497267
26.788488654133996 75.86865876649196,,,,26.865035685341052 75.77504105868564,26.88452368625343 75.72282246278023
26.871449404649077 75.85554856628954,,,,26.9185855722472 75.78975642437027,26.95850447592752 75.76681261420997
26.880231242520612 75.87219997922156,,,,26.895540489221986 75.83114143432711,26.86751380364435 75.7812424241901
26.9380975903595 75.87339824211774,,,,26.964402543982004 75.80488853285114,26.877849258208972 75.77587438529373
26.75045121389995 75.84546117216667,,,,26.91799124294674 75.89933282803474,26.807051094516794 75.83267283474945
26.925472240308636 75.8892074438357,,,,26.936459658600675 75.75378101547547,26.879592742258577 75.72922853447243
26.913453192322486 75.6857560322746,,,,27.006537132837042 75.77593925064839,26.85332014496584 75.7991527568905
26.949689876824 75.70596406959609,,,,26.996143894689038 75.74099842261478,26.753484407570774 75.84250727867715
26.997647673094697 75.75766460211476,,,,26.963031238270872 75.77338762487136,26.891807721088373 75.77093511558583
26.865722438993167 75.85664095564721,,,,26.89485586272542 75.93315822517052,26.769955066133164 75.86368030805575
26.8123452258259 75.84937209007217,,,,26.91361080264121 75.79409250016589,26.88760971092004 75.7883772591286
26.88633136573167 75.86806690817855,,,,26.92785668850585 75.83851540469978,26.876950741906914 75.77731437352618
26.767420873788524 75.81609611186441,,,,26.955558928275387 75.75565708632432,26.966762521055806 75.7289067364176
26.981785309221053 75.82314836132939,,,,27.013970123835417 75.76481829790114,26.95447513725018 75.85826917835396
26.955533115255836 75.73739589104768,,,,26.809110999563302 75.84089649211596,26.880283452087856 75.87156812276994
26.859032948770487 75.79416431071304,,,,26.909527263648503 75.81551094061061,26.90754956117535 75.7276373723067
26.883260751378547 75.77511479900336,,,,26.91281949777551 75.71765244821813,26.85165192225589 75.75359100107416
26.926151598132805 75.67332539430832,,,,26.935655575001668 75.82069380803468,26.882566165817007 75.76799884382142
26.92573378862691 75.71030785418456,,,,26.941533441529128 75.69137783262457,26.87388367522065 75.74154092076047
26.837444493647116 75.82976276977331,,,,26.956632593043523 75.77814218861329,26.814668776835724 75.78543038957554
26.917948163924695 75.77996928456587,,,,26.981138123604133 75.73615373043526,26.853875495941615 75.88926191022207
26.944342562820562 75.76420173909365,,,,26.861423061951267 75.71342314293153,26.962529098559237 75.7357504477876
27.010369731960914 75.79043578440991,,,,26.885406185811043 75.8290147324834,26.853221205794195 75.81113087308565
26.93670042684913 75.78808798011492,,,,26.85186092027047 75.89375295807625,26.97347668565056 75.7767129515462
26.988910478955336 75.73308294563297,,,,26.955106498909643 75.80048023357277,26.833935568132617 75.7883177601069
26.974648031067993 75.7389837413711,,,,26.9720018275126 75.79530051122705,26.85763125129312 75.87959806844754
26.897406568471478 75.70259266897465,,,,26.83148616479464 75.74014071700643,26.91812642851103 75.88288019092366
26.906732565496423 75.71012969849187,,,,26.814181990772504 75.86789658812633,26.838146536207084 75.87687199978794
26.907458513379805 75.69811637819735,,,,26.843794146923873 75.80800796530707,26.85333507837516 75.84672576527126
26.929757057439218 75.77320631638437,,,,26.906708042593515 75.90702728872368,26.90837217641222 75.85199324429689
26.93007697725701 75.88018768479311,,,,26.876033190249803 75.79861297931906,26.833995573663554 75.78870824648823
26.934730763227318 75.84314249759235,,,,26.943846284345376 75.7747545981353,26.85815956854591 75.76772676167299
26.86929556393515 75.88688291923403,,,,26.939498480878488 75.85128233098987,26.83785867975987 75.88996137903483
26.980060614662076 75.78902824809339,,,,26.93909383554754 75.77925130410304,26.90731188655553 75.88563890782902
26.886428667163745 75.92560034494295,,,,26.78195896386002 75.80416872858328,26.95934033537885 75.71869399934441
26.958550435822435 75.76706994208304,,,,26.821095221852328 75.81917658301676,26.91348142757363 75.6685456268525
26.761612648335 75.8351227693371,,,,26.887820731245 75.7288831573264,26.923686607086175 75.76174913366762
26.812494971098292 75.84421118885602,,,,26.877049829095807 75.94206599426757,26.87145365747377 75.8403661269607
26.94269757872399 75.71365376641724,,,,26.914616033308327 75.67903703501385,26.9356795614198 75.77889529665497
26.99937080891609 75.75134460620029,,,,27.00001924591542 75.76976015068614,26.847649386553663 75.88651880017012
26.857757394025764 75.72860212326084,,,,26.855374033488257 75.87305188989845,26.82655631525841 75.88969570760243
26.86266833205797 75.73942600909645,,,,26.90230803280406 75.86879575560893,26.914199168202256 75.67436182515475
26.896892440672275 75.86695242381418,,,,26.81482250689757 75.82859014448648,26.904391582985912 75.88033579368877
26.790046180667698 75.82915434028442,,,,26.90869549821254 75.68226710305333,26.776297371969562 75.80354890321848
26.909035185340088 75.74342416403229,,,,26.76180463704954 75.85641104960804,26.847664807565806 75.8928227466858
26.865912139929634 75.91724626671973,,,,26.917093961109664 75.74218881573674,26.871271155665386 75.88047330985086
26.99145591199676 75.79201683844788,,,,26.77245496520363 75.83537582341026,26.874080564888512 75.70535662053526
26.78252528199095 75.84783373404827,,,,26.931604343675602 75.86843630106337,27.0045833391489 75.78196239471548
26.873724642234386 75.69526694226126,,,,26.947858332415333 75.82759406657046,26.8382467810486 75.91028235654929
26.826036142732715 75.83854683476639,,,,26.820667847837328 75.82297576482526,26.89371908379803 75.90901998894485
26.939418005288015 75.68248641259362,,,,26.825732027138557 75.87102566576131,26.965870519201008 75.7672781205571
26.84716993116489 75.83361486235981,,,,26.841286504465714 75.74315702789097,26.804536184287862 75.84297041638615
26.920120136871624 75.85333355999258,,,,26.878358954971073 75.72997191149291,26.787444375912973 75.83726771363877
26.866958681942858 75.754087095112,,,,26.780482838301705 75.81420711005804,26.86786251821863 75.70194793491233
26.810023385239955 75.85265609030048,,,,26.925187430747997 75.77765687991693,26.763278382553388 75.8314797151214
26.84081200696943 75.86507305187453,,,,26.842286443931364 75.88769439940913,26.94788166606042 75.69900849171117
26.87906497190696 75.7482027338226,,,,26.819123954067518 75.80208179296767,26.806389334995064 75.81941917165568
26.985335204360943 75.78023248787304,,,,26.82635265288655 75.85946715224125,26.97901794934988 75.82374577814063
26.990129634674712 75.74763678315679,,,,26.849170032298545 75.74905627259177,26.940202338339567 75.73460851978858
26.81069076463597 75.79215269821698,,,,26.92403551585484 75.81799173180113,26.889786798288004 75.80604418351912
26.900559952695314 75.85174797507395,,,,26.996260895082894 75.8108971363209,26.951776607944726 75.70042686946273
26.920743973719063 75.73754592626773,,,,26.777757612871973 75.86814805729087,26.91237195000124 75.64783636218255
26.9442412478158 75.67949062065219,,,,26.892285966274507 75.72745761497892,26.802400928073215 75.84262803637772
26.85210578410088 75.81106676175688,,,,26.950967944005864 75.83607500236882,26.89100861779965 75.81877878939007
26.79479355266295 75.8487606982059,,,,26.881693971553698 75.89643040473686,26.935243483205145 75.88350236724818
26.866823212051003 75.89523285285316,,,,26.927880762506813 75.77553152268436,26.86310640410712 75.900474656307
26.914822361451293 75.8171590204108,,,,26.909615443775895 75.64759457476548,26.913676597196226 75.67289351335023
26.81414962839429 75.89454873487253,,,,26.825600021995783 75.87126649388993,26.84254448655512 75.83089458496889
26.86553416073875 75.84430866054281,,,,26.981143243154957 75.79503248111307,26.89209541774551 75.75486318150719
26.905676492353763 75.7376742069958,,,,26.860204544526077 75.71828738642105,26.905200225164073 75.85271149903492
26.92739083504322 75.8911951053737,,,,26.93004043427881 75.77601306554783,26.90861928944329 75.76432426767276
