Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
,,,26.91427338463226 75.77458820528399,,
,,,26.756402210999063 75.8519183878617,,
,,,26.952209708365405 75.77214228997804,,
,,,26.988854776401347 75.81794483634302,,
,,,26.866686906844006 75.88945703256823,,
,,,26.80929697836983 75.87426882662078,,
,,,26.92690314299191 75.85768605950793,,
,,,26.86384577092942 75.77091085684611,,
,,,26.943025797790135 75.77346351985778,,
,,,26.858348349495408 75.71106774431783,,
,,,26.832562551582036 75.89557277738565,,
,,,26.905551544631148 75.82180401653214,,
,,,26.886284093353286 75.82686665297238,,
,,,26.85571341136796 75.757373361609,,
,,,26.828164885057042 75.90616783004069,,
,,,26.948361037905297 75.83040373552576,,
,,,26.89001203590683 75.83175643891676,,
,,,26.84686844822021 75.75518433682875,,
,,,26.914190637242047 75.66200033279654,,
,,,26.913873043199747 75.87930288846147,,
,,,26.968287115529467 75.74902238388337,,
,,,26.965934712598894 75.76636497289024,,
,,,26.94918379739925 75.78156331737225,,
,,,26.948477402133815 75.80473872935126,,
,,,26.87681921918682 75.69247105108856,,
,,,26.907712859240462 75.83250768307252,,
,,,26.800670839082418 75.87444820597091,,
,,,26.813035529612147 75.82334069276337,,
,,,26.932568365393976 75.66482882510141,,
,,,26.864694154418302 75.84748584817704,,
,,,26.924495542439878 75.76951601792062,,
,,,26.882836703653844 75.73675263274674,,
,,,26.944892533976937 75.75383492322307,,
,,,26.800543978883805 75.88086036598284,,
,,,26.977476604487254 75.8326167725848,,
,,,26.87720540502275 75.80216465905265,,
,,,26.934040671170067 75.88172163716526,,
,,,26.866751943474302 75.75814942204354,,
,,,26.96403086381005 75.8177824138844,,
,,,26.899200837372405 75.85495536317096,,
,,,26.950684508260494 75.78775611272278,,
,,,26.80651674353535 75.8066342430846,,
,,,26.921370068092674 75.68395202820699,,
,,,26.965288507822127 75.74725288520351,,
,,,26.832763074306694 75.89143389199639,,
,,,26.870979201091156 75.92187837640839,,
,,,26.9928060761146 75.81078974667165,,
,,,26.902192968311457 75.66734058258936,,
,,,26.918088601038058 75.79747829957712,,
,,,26.847007602901723 75.84137274406535,,
,,,26.889504428794517 75.8432941583157,,
,,,26.926159268560685 75.68215305404436,,
,,,26.946823220294263 75.70043586207655,,
,,,26.98674728108563 75.74965376284807,,
,,,26.9407765203612 75.72877211927502,,
,,,26.908222008258864 75.73814050371224,,
,,,26.89617125860168 75.92665077827672,,
,,,26.889543181424674 75.86773424178632,,
,,,26.897105668103578 75.80817550318386,,
,,,27.01658185091848 75.77484086734442,,
,,,26.857103300990225 75.90278223946702,,
,,,26.961872939927826 75.76766976348152,,
,,,26.900915869652525 75.85329978073281,,
,,,26.843265942833813 75.7565754499493,,
,,,26.89187932861102 75.9109448231727,,
,,,26.957643971692647 75.84239515133353,,
,,,26.854208934193014 75.92072412277805,,
,,,26.859596721488018 75.79201415269831,,
,,,26.872084323070165 75.9275738207827,,
,,,26.875497380982193 75.84246801420315,,
,,,26.909086658199893 75.7426003817782,,
,,,26.85590173576217 75.849664704699,,
,,,26.857517527525275 75.84346714939534,,
,,,26.898931050327864 75.73364341020115,,
,,,26.96869377670538 75.79852111176923,,
,,,26.89111194363742 75.67092925330385,,
,,,26.91243950721515 75.83029676234108,,
,,,26.85278559266143 75.92506225364284,,
,,,26.835553206316305 75.75619366592332,,
,,,26.945089621334112 75.85741818972463,,
,,,26.88616750031801 75.74801655510605,,
,,,26.911786205663233 75.73577400750267,,
,,,26.79304395245995 75.83256684451291,,
,,,26.782061890343147 75.84774967851244,,
,,,26.86601739303681 75.83145729861212,,
,,,26.855527383606084 75.87682717275216,,
,,,26.90031343066083 75.88079881868016,,
,,,26.93305911303334 75.77832234898091,,
,,,26.924971056508355 75.68513555328958,,
,,,26.90248746050688 75.72689768538703,,
,,,26.96993355158191 75.75666024857296,,
,,,26.845388137195368 75.77696006464224,,
,,,26.87321661859087 75.86476162704407,,
,,,26.815081266614442 75.86698956662744,,
,,,26.959739033938796 75.69915499511063,,
,,,26.84102813574674 75.87047730005453,,
,,,26.949635194901074 75.80966053786747,,
,,,26.928964736691 75.7927046970454,,
,,,26.860367728921165 75.73146413438384,,
,,,26.813252821447737 75.84367399536487,,
,,,26.8510574932361 75.72562437235696,,
,,,26.82806710840598 75.90449748205765,,
,,,26.879038350017733 75.83031711129806,,
,,,26.93128197040012 75.7643114823924,,
,,,26.88387488270655 75.71719871713728,,
,,,26.950165517709387 75.81994231328743,,
,,,26.885453728131186 75.86921456390266,,
,,,26.842947001308616 75.77459412888886,,
,,,26.906919775963743 75.85695382838001,,
,,,26.94029712061219 75.69918735475433,,
,,,26.798561470674777 75.79085085520582,,
,,,26.930954684679605 75.710537854762,,
,,,26.910556637374494 75.9114088315765,,
,,,26.822097861924913 75.83657945112185,,
,,,26.923064905631065 75.66473821109507,,
,,,26.828467619620064 75.85620278730694,,
,,,26.882763372045265 75.82887793323584,,
,,,26.855643406157032 75.90308908898783,,
,,,26.906028469282784 75.89570902808686,,
,,,26.996135370031784 75.76350613379121,,
,,,26.90666390642395 75.88537043447012,,
,,,26.952725856488428 75.7658372681557,,
,,,26.85548050119882 75.91734982805455,,
,,,26.965943859791174 75.73682992130105,,
,,,26.880707788291637 75.82650749957091,,
,,,26.942267993121632 75.77203495834002,,
,,,26.949060384664346 75.82876562015258,,
,,,26.89730944645749 75.7927988784539,,
,,,26.88806046886053 75.93208023194494,,
,,,26.922679842299967 75.89777854168616,,
,,,26.844714062261765 75.79827282440255,,
,,,26.943056613793072 75.87411999582199,,
,,,26.990335187370373 75.73732101446022,,
,,,26.83594096906587 75.76992439865383,,
,,,26.844101794477968 75.86703714179819,,
,,,26.90264462045296 75.79094558056298,,
,,,26.806893536272664 75.87928047415414,,
,,,26.9181286820728 75.80653928101667,,
,,,26.918970615035892 75.7577266628388,,
,,,26.88575661328823 75.85358931583626,,
,,,26.83753101728288 75.83778602579,,
,,,26.97114348656646 75.8163753457187,,
,,,26.81101217021074 75.80618691473252,,
,,,26.90431530805858 75.83389013813033,,
,,,26.979662657178782 75.74553445791005,,
,,,26.871525248462223 75.84547671049948,,
,,,26.8026646463829 75.88129513792387,,
,,,26.96617826656865 75.75370228857193,,
,,,26.82549164754653 75.81408633908204,,
,,,26.865785666388717 75.7802070689625,,
,,,26.85929688937643 75.75113106667507,,
,,,26.94184522041493 75.74882425182193,,
,,,26.77026030471006 75.86220729010161,,
,,,26.93379449479019 75.86181506376028,,
,,,26.834661016761956 75.79357441670842,,
,,,26.954102404695607 75.75238663727228,,
,,,26.988627998054774 75.76579295544491,,
,,,26.918876111766522 75.77106217190457,,
,,,26.946819300038268 75.71924547387825,,
,,,26.947755699668186 75.71879452195373,,
,,,26.92199802576156 75.78093529160753,,
,,,26.75936394519551 75.85115027317836,,
,,,26.937425295847248 75.85959493311753,,
,,,26.928753381890708 75.6842377319765,,
,,,26.84486300207885 75.76983523626548,,
,,,26.881348719537055 75.88682632278196,,
,,,26.919156824587667 75.65630849812065,,
,,,26.874277490561592 75.93127270672598,,
,,,26.972975244978862 75.80872333224075,,
,,,26.94049155241068 75.68939507597324,,
,,,26.793385031091585 75.8230437129076,,
,,,26.862195806670467 75.83866978234371,,
,,,26.89079416919527 75.70527355097762,,
,,,26.846188062217102 75.73330644711062,,
,,,26.842850390498512 75.76148859237458,,
,,,26.89663753484378 75.74028578923595,,
,,,26.86876928462317 75.82211345389442,,
,,,26.876250296074733 75.84293568451896,,
,,,26.77361143393096 75.84636728769253,,
,,,26.814781765767446 75.82888980786903,,
,,,26.896235074356902 75.67980153245296,,
,,,26.904621391269863 75.82521023781005,,
,,,26.89091435195876 75.71656416993378,,
,,,26.932368100080847 75.8684131854937,,
,,,26.89499929234491 75.89997250412705,,
,,,26.892974479391906 75.8537815729771,,
,,,26.92494026139194 75.70159644328626,,
,,,26.885972533758842 75.79788740682258,,
,,,26.90698530458825 75.74200847263084,,
,,,26.87873316756009 75.83246376943478,,
,,,26.825145699697355 75.85799136724768,,
,,,26.869707686961426 75.76825560109656,,
,,,26.85001425008025 75.77942854131436,,
,,,26.826597192463264 75.79272814575738,,
,,,26.877501091385096 75.81344072909157,,
,,,26.82116704911375 75.78945294241687,,
,,,26.846041741877517 75.72778554672871,,
,,,26.964369001665663 75.72549669016585,,
,,,26.96582341446845 75.72408653974229,,
,,,26.826861037129888 75.90447588343594,,
,,,26.766619942696757 75.83034131562152,,
,,,26.932188016388377 75.87856265855491,,
,,,26.914114036026405 75.77492242563216,,
,,,26.86855621827768 75.78060160480138,,
,,,26.979585548537123 75.74223183774052,,
,,,26.857825818905344 75.76643784328483,,
,,,26.85997051811978 75.8762134020319,,
,,,26.79255197409602 75.88042076221488,,
,,,26.797449285294444 75.81811494476366,,
,,,26.759656220755627 75.84880698452518,,
,,,26.873962437518436 75.85581302056457,,
,,,26.840769221201512 75.84179350162935,,
,,,26.92382075947881 75.80203130387467,,
,,,26.85562389276086 75.87535865007968,,
,,,26.910175296508083 75.75693106614577,,
,,,26.921864751422707 75.88886249112981,,
,,,26.827117814793834 75.80383023838517,,
,,,26.870902300206723 75.77887985681109,,
,,,26.923515071955034 75.73714006249864,,
,,,26.889748258758985 75.81582057574678,,
,,,26.915930755923586 75.70354010655453,,
,,,26.850579941788983 75.88063580203003,,
,,,26.772268414792606 75.86612109032406,,
,,,26.924803863793013 75.66219902130972,,
,,,26.940890772691862 75.87842053887721,,
,,,26.936308877618373 75.6954872600242,,
,,,26.982221605201513 75.76051802157895,,
,,,26.93823807648417 75.70212660731333,,
,,,26.827746221868324 75.8412843919817,,
,,,26.859883490800122 75.8376800141335,,
,,,26.91595078707143 75.76902838888549,,
,,,26.921011478893643 75.82186825371379,,
,,,26.85840361993161 75.73638855364287,,
,,,26.86531192147993 75.71667907058675,,
,,,26.838887025061236 75.88578369413126,,
,,,26.898458656137233 75.89120451732566,,
,,,26.866697309651535 75.7949105763235,,
,,,26.83393046898022 75.87937711825498,,
,,,26.804958305388894 75.88140460663188,,
,,,26.85161152174809 75.90795038107431,,
,,,26.927931716913687 75.70395863865895,,
,,,26.760788644786064 75.83490754755242,,
,,,26.844911484378642 75.77734366723227,,
,,,26.917369683316387 75.76037123220028,,
,,,26.91766196068577 75.83769076078276,,
,,,26.95229688262021 75.80353627555075,,
,,,26.762862845504724 75.85239896644973,,
,,,26.98294118110976 75.72659998508978,,
,,,26.910996836382093 75.64747957617774,,
,,,26.85490291208339 75.91667322972266,,
,,,26.8659491054591 75.90674655301774,,
,,,26.949737387050455 75.76653708303229,,
,,,26.82929617771347 75.88682105199395,,
,,,26.926902404700016 75.80953069076325,,
,,,26.878420236226575 75.80080979654684,,
,,,26.83650633581675 75.85336220133863,,
,,,26.919314922050557 75.8342751218899,,
,,,26.77254185437175 75.85531940874314,,
,,,26.79402700504033 75.80812411857445,,
,,,26.768901481232668 75.86364338921904,,
,,,26.938943098577607 75.83660850309862,,
,,,26.7490107108328 75.84039964567533,,
,,,26.865434939551015 75.82489414698041,,
,,,26.879439752524412 75.93643327153364,,
,,,26.792384502607682 75.86591683883049,,
,,,26.842034389777076 75.87415452443133,,
,,,26.877747805118588 75.76985038585529,,
,,,26.860753774365513 75.90220607424065,,
,,,26.809401717093593 75.77392880232672,,
,,,26.81770135084628 75.77802148549863,,
,,,26.838041849453415 75.86528547391715,,
,,,26.881839050678636 75.79931623422799,,
,,,26.812910790330868 75.85460822700556,,
,,,26.86484116936356 75.88290068620748,,
,,,26.969593278939215 75.77473794537353,,
,,,26.77906754654268 75.83076305772164,,
,,,26.887403223871196 75.84127468195278,,
,,,26.91299538666569 75.79018627155091,,
,,,26.965173550083268 75.83235281795211,,
,,,26.920286905103154 75.70787354713367,,
,,,26.922309661507864 75.854515990972,,
,,,26.94934996451193 75.74443993026318,,
,,,26.832177977903335 75.77858965673818,,
,,,26.84423947649212 75.83251136523494,,
,,,26.93072501428902 75.84324261193848,,
,,,27.007437552005843 75.75499048439175,,
,,,26.920314492052974 75.7880934332648,,
,,,26.92638991175006 75.74071299704572,,
,,,26.84294595806323 75.7601575435864,,
,,,26.914908841281438 75.85562056573607,,
,,,26.913318654358125 75.74544897020192,,
,,,26.88547214176361 75.91144010288504,,
,,,26.962197379041264 75.7757649323237,,
,,,26.82090525927134 75.81533049083285,,
,,,26.850048723050715 75.79921816369584,,
,,,26.873928367876402 75.71520554646875,,
,,,26.860002153009784 75.82637359962261,,
,,,26.88637596928504 75.7091809615625,,
,,,26.92118645406735 75.77059375658118,,
,,,26.93475346612416 75.71545935528,,
,,,26.889037143451155 75.9007660226447,,
,,,26.823315138633934 75.75761026128049,,
,,,26.812458516187434 75.83214610030501,,
,,,26.859631495989213 75.80168896873958,,
,,,26.9952916425867 75.79404396246242,,
,,,26.98365417273558 75.756128149068,,
,,,26.881019255066498 75.94435677402734,,
,,,26.89353694274439 75.87852600262335,,
,,,26.98383180751989 75.76698421352414,,
,,,26.845455116376364 75.86545552570156,,
,,,26.836153660665143 75.73579252190264,,
,,,26.87270176098397 75.81186917444701,,
,,,26.901971913135164 75.65495191973702,,
,,,26.831941452697055 75.83345421605979,,
,,,26.84118236153845 75.82553035265325,,
,,,26.856909976973636 75.84542228082475,,
,,,26.82943697874761 75.79742320743131,,
,,,26.836216451831657 75.7972170538915,,
,,,26.970851449923337 75.74693144357332,,
,,,26.947796056827453 75.80755638233386,,
,,,26.77937649892977 75.80906588418796,,
,,,26.852437581413493 75.86692893123967,,
,,,26.914614541066513 75.90431935488162,,
,,,26.817927843332388 75.83469007020035,,
,,,26.901876728891057 75.7188808326645,,
,,,26.98251193885399 75.775806162365,,
,,,26.821214205701615 75.77989599286516,,
,,,26.77990369496924 75.84906797774013,,
,,,26.89485778283634 75.80170491004839,,
,,,26.9435598334829 75.73563334090124,,
,,,26.919374685830643 75.90512117965484,,
,,,26.97779022795268 75.75560233809563,,
,,,26.770590079247057 75.83355533320302,,
,,,26.81482530857383 75.80262135943586,,
,,,26.839798311814835 75.85031017599583,,
,,,26.875551136587802 75.73013351394725,,
,,,26.974373327928195 75.75197069348648,,
,,,26.94638295161759 75.8376150364826,,
,,,26.90157744157713 75.91160990862842,,
,,,26.975412223580808 75.75435160993577,,
,,,26.913643565241944 75.70132604108144,,
,,,26.87865276871222 75.87006259489458,,
,,,26.910455784226123 75.72873523584958,,
,,,26.790545265343898 75.84002356318453,,
,,,26.925693861865735 75.8906156947712,,
,,,26.914426425165228 75.69815063391631,,
,,,26.85903640851921 75.92294313878122,,
,,,26.827994892576157 75.85420861953963,,
,,,26.902502251999724 75.91775755076334,,
,,,26.838822629982182 75.85756604730462,,
,,,26.90279292211935 75.78478354232864,,
,,,26.90618815947952 75.77035501721858,,
,,,26.972636223713657 75.73762456338473,,
,,,26.947961378125836 75.76374682216124,,
,,,26.863690558973552 75.89242278841704,,
,,,26.87990808215165 75.75737809959722,,
,,,26.95395149792075 75.74829999835134,,
,,,26.932276029433638 75.7769565661192,,
,,,26.89911643722709 75.76820757139498,,
,,,26.926579876348676 75.84573182795506,,
,,,26.93167505545099 75.83295865162509,,
,,,26.790889104840087 75.79430779855824,,
,,,26.932326478794664 75.75696465498785,,
,,,27.015328725781746 75.77244496973657,,
,,,26.83507072025154 75.88780705868407,,
,,,26.90963734285266 75.91236874119821,,
,,,26.9300431464195 75.66666564508564,,
,,,26.874538911515803 75.83064085160754,,
,,,26.869792980490217 75.83014519279543,,
,,,26.78048899723904 75.86358112661267,,
,,,26.818204545012495 75.87580334202245,,
,,,26.85377195675136 75.91695542743877,,
,,,26.76815205702056 75.83688443894881,,
,,,26.971007451372586 75.71503972717625,,
,,,26.90897025765472 75.7696133743969,,
,,,26.924450108946836 75.87936264113625,,
,,,26.861797164356837 75.86915112380571,,
,,,26.900639913090796 75.67587735200567,,
,,,26.93307618379321 75.78040359726063,,
,,,26.797546323223933 75.83111813328811,,
,,,26.84416020732522 75.75894264372108,,
,,,26.80517100305594 75.84792994604983,,
,,,27.00994227646678 75.77073662741907,,
,,,26.805661353874438 75.80794139942725,,
,,,26.787617048113642 75.80787678841779,,
,,,26.836627988031132 75.91033281781945,,
,,,26.87597598597849 75.92671415707308,,
,,,26.882742525149354 75.73823089135074,,
,,,26.990924359592768 75.8014697683162,,
,,,26.92156057673876 75.8233952455703,,
,,,26.944736728141713 75.87302859712388,,
,,,26.91390189419242 75.89226567849995,,
,,,26.88111716281424 75.94204111774602,,
,,,26.88290849066856 75.8633869049545,,
,,,26.99653826182536 75.75138863203178,,
,,,26.986633975671666 75.77948168656299,,
,,,26.86025701367281 75.76881835744751,,
,,,26.808533231063283 75.88589489734639,,
,,,26.938803961856014 75.71277147110482,,
,,,26.889647791217094 75.70499800900562,,
,,,26.93489603641309 75.71857889636657,,
,,,26.958455019653695 75.7732366465403,,
,,,26.803978519132055 75.84742861936691,,
,,,26.908007961900356 75.87037024014293,,
,,,26.852288313583276 75.9099335134068,,
,,,26.763570773886187 75.82977896954287,,
,,,26.836151043167536 75.78198559380523,,
,,,26.938798932674068 75.67445403181705,,
,,,26.769362562703297 75.85610899585814,,
,,,26.92307833872147 75.8067664902767,,
,,,26.963455137390195 75.80970238695292,,
,,,26.85248726374315 75.90496839723679,,
,,,26.828786794133705 75.781048730905,,
,,,26.96770947430826 75.70627591857382,,
,,,26.901705146086492 75.75835340049731,,
,,,26.95049683909258 75.71069312909664,,
,,,26.912134548433624 75.75588470209183,,
,,,26.92091371981058 75.70508373736249,,
,,,26.921317064255213 75.8687132783773,,
,,,26.874237196504286 75.87439262859536,,
,,,26.893103965573687 75.70949535831069,,
,,,26.983765630808033 75.75143557151304,,
,,,26.92956489447285 75.80567286649263,,
,,,26.892409317178178 75.71404628644912,,
,,,26.845512409367416 75.91188786025712,,
,,,26.88574323929589 75.92676775822382,,
,,,26.949648576758438 75.72774876990587,,
,,,26.860535635374564 75.83767142369109,,
,,,26.89399866295839 75.69481428980356,,
,,,26.897375910074192 75.75018429572908,,
,,,26.909625292626753 75.89935042891315,,
,,,26.858346617615364 75.79320641211844,,
,,,26.910205743521498 75.73463152241132,,
,,,26.917128694933897 75.65572544876471,,
,,,26.873968624265544 75.93953450669756,,
,,,26.77986933638209 75.83560822802289,,
,,,26.88283019230935 75.81655339990196,,
,,,26.837321498439007 75.84086300310932,,
,,,26.83764015577445 75.77912648847004,,
,,,26.929930886469922 75.85091972995374,,
,,,26.868002421817042 75.71664716473799,,
,,,26.94173542701544 75.69987464701597,,
,,,26.90046385067999 75.91520421745301,,
,,,26.917977458623998 75.74488878625006,,
,,,26.87967888912242 75.87894207804786,,
,,,26.87434175820935 75.69734058773788,,
,,,26.91260854925971 75.85203363651424,,
,,,26.88520520481038 75.77659941441182,,
,,,26.777960341524036 75.86027308837457,,
,,,26.881792703189163 75.81514597845168,,
,,,26.87143765658945 75.90885531368147,,
,,,26.763217075840135 75.82280752337212,,
,,,26.882701618221688 75.73796044469685,,
,,,26.775279062673512 75.80673488445271,,
,,,26.77238756740081 75.84618433569702,,
,,,26.985876081935302 75.7385749063792,,
,,,26.8776714234452 75.8286763968569,,
,,,26.805934262758015 75.85800128508426,,
,,,26.884161590425666 75.76464517518511,,
,,,26.980873931983066 75.80949876844215,,
,,,26.99498461959544 75.80116728446349,,
,,,26.882466237396304 75.86202501427276,,
,,,26.784313729108167 75.86528810499755,,
,,,26.811163730151943 75.86429474649815,,
,,,26.924262291327043 75.8710265862957,,
,,,26.818388811874254 75.8248153292657,,
,,,26.9077167962811 75.68560439644772,,
,,,26.953387069864498 75.82884150389496,,
,,,26.871605339865983 75.73640942245437,,
,,,26.872683955951523 75.69949412057579,,
,,,26.9043977860899 75.86369772349013,,
,,,26.933531906728092 75.70520514307249,,
,,,26.936183785292368 75.73437534801376,,
,,,26.946763348747698 75.79347335813935,,
,,,26.957521883250166 75.77731224322848,,
,,,26.893794421089535 75.90202154531802,,
,,,26.913903004441956 75.77124001844346,,
,,,26.985305867383353 75.76487421552758,,
,,,26.818712090661943 75.75329720148855,,
,,,26.80833956703241 75.76826461662152,,
,,,26.837979384040977 75.85583748017285,,
,,,26.873744204559383 75.76192706593295,,
,,,26.9983958910651 75.76321362564013,,
,,,26.913065409775196 75.8980861442455,,
,,,26.858149880953142 75.81882575534252,,
,,,26.980027175339412 75.82414884888158,,
,,,26.938523663497705 75.8424802244789,,
,,,26.923985429007406 75.83232354111489,,
,,,26.9039105379047 75.72452965881823,,
,,,26.832422254656453 75.80996865552015,,
,,,26.866833555393583 75.76910734644295,,
,,,26.787553586282694 75.84896471354507,,
,,,26.7918243633211 75.83342377471602,,
,,,26.87758016413848 75.76248527966887,,
,,,26.936021708843324 75.70691814222586,,
,,,26.863442566836632 75.72915706323002,,
,,,26.99364059124139 75.772855972698,,
,,,26.94484912503608 75.82974435111025,,
,,,26.835076677122263 75.84248477166243,,
,,,26.947033836617546 75.76550691851531,,
,,,26.884334213588723 75.72188317157119,,
,,,26.865485961155148 75.7389626962977,,
,,,26.91996616871507 75.7338623654687,,
,,,26.952013661713785 75.80478534251631,,
,,,26.92954616854788 75.87035457735296,,
,,,26.89945702367232 75.89759906759069,,
,,,26.883571903027875 75.7479249573974,,
,,,26.911004589037397 75.65459250161793,,
,,,26.81393937941033 75.85640283014284,,
,,,26.862012449290003 75.74298221030888,,
,,,26.97715301953284 75.78743719084471,,
,,,26.802837369484646 75.84581643012176,,
,,,26.906537869544987 75.70552173541603,,
,,,26.87321415488485 75.93013717191943,,
,,,27.00697200253319 75.77968102918729,,
,,,26.878357185993135 75.93167294043455,,
,,,26.84294768697092 75.8593611673639,,
,,,26.859598754949804 75.72948635356238,,
,,,26.89188974953336 75.90115029008243,,
,,,26.837716549204703 75.7674924452541,,
,,,26.958635075091593 75.84995930767012,,
,,,26.836055655031913 75.91407323131193,,
,,,26.831065615005517 75.76345856933828,,
,,,26.816572200906837 75.76678106797715,,
,,,26.91157790731173 75.88180441973974,,
,,,26.882493292878248 75.81342809147506,,
,,,26.89608762056864 75.72447218789428,,
,,,26.852548982959792 75.90027681637137,,
,,,26.87721090402737 75.9157776505555,,
,,,26.836079265760247 75.7633297440643,,
,,,26.83476503160615 75.78367628268266,,
,,,26.84139945298755 75.81697738722538,,
,,,26.902767658924326 75.82624211935804,,
,,,26.902955085618892 75.67886323074255,,
,,,26.931421063315184 75.75739415109935,,
,,,26.9096202991117 75.65673073068302,,
,,,26.910068095074188 75.89074409374396,,
,,,26.86108238903545 75.84759428323022,,
,,,26.907938636411927 75.75990119695457,,
,,,26.776983240131205 75.859596766638,,
,,,26.970802613120785 75.72692005921233,,
,,,26.827347266287187 75.79608989208221,,
,,,26.840853108878235 75.90776856987752,,
,,,26.83828786702142 75.8123156163919,,
,,,26.85265772286535 75.72064513656126,,
,,,26.840462470878595 75.83480197438978,,
,,,26.867732275429493 75.82217393408582,,
,,,26.951863490124307 75.84455212580379,,
,,,26.898471985829445 75.90896848672958,,
,,,26.899130566422283 75.83905587844535,,
,,,26.859167889271767 75.74780523305046,,
,,,27.001568499780724 75.77489506153023,,
,,,26.86131661149577 75.90922342331399,,
,,,26.805842498526644 75.80936792424953,,
,,,26.811935183771464 75.82030405326701,,
,,,26.918575499092682 75.69405133473613,,
,,,26.839582655415263 75.87953713625521,,
,,,26.76028832754825 75.83726241585902,,
,,,26.9095278656128 75.81577615692652,,
,,,26.86197650554924 75.84912131916461,,
,,,26.838971506725528 75.74289904055232,,
,,,26.913621385067657 75.78305745303058,,
,,,26.77443800320537 75.83090828605481,,
,,,26.83796441593717 75.76141471592457,,
,,,26.867726172943243 75.74782721314209,,
,,,26.98680508190376 75.78230146309916,,
,,,26.85563855279851 75.88076352858309,,
,,,26.87920274489405 75.88120108797357,,
,,,26.910694552942218 75.89037927474102,,
,,,26.81670693197016 75.7941789424622,,
,,,26.83244463677339 75.81536617341119,,
,,,26.863016258579364 75.82384212026065,,
,,,26.910708833146536 75.78379319805661,,
,,,26.891292408378334 75.91963118606209,,
,,,26.952742345667183 75.79640463554732,,
,,,26.983306374669148 75.7810662413004,,
,,,26.8707480186699 75.92732631386863,,
,,,26.792377106008217 75.87943309728306,,
,,,26.796168060002206 75.84335015039291,,
,,,26.853367238452943 75.90347893415188,,
,,,26.9176187576913 75.87988257233077,,
,,,26.868473980007753 75.80874850855295,,
,,,26.821567450824467 75.89227490857648,,
,,,26.955114988385738 75.69682004146898,,
,,,26.92627067254443 75.8793004679318,,
,,,26.82483925170514 75.90136314709082,,
,,,26.901519433502095 75.83905539913746,,
,,,26.792230576510818 75.84515334050965,,
,,,26.9461275173008 75.68092583776779,,
,,,26.934033966561238 75.77367474534252,,
,,,26.890850166769095 75.7568343741154,,
,,,26.796004186365945 75.83663033835396,,
,,,26.929077769253993 75.74656513089553,,
,,,26.770945919450735 75.81676134973924,,
,,,26.953965069102754 75.83982140115451,,
,,,26.886653626321333 75.83547822019487,,
,,,26.89687371200413 75.85954925091981,,
,,,26.919152645606555 75.88782191300447,,
,,,26.998081465580864 75.74498927065133,,
,,,26.824838524204903 75.86247610912773,,
,,,26.844061194642897 75.87862279641922,,
,,,26.878857594425135 75.88081643723604,,
,,,26.930726498411975 75.84270792429399,,
,,,26.98059843457465 75.77146335505908,,
,,,26.883906560663693 75.91674940611199,,
,,,26.877911169451 75.91716998297619,,
,,,26.896212115732958 75.7060923256975,,
,,,26.88896827528901 75.92697679694999,,
,,,26.923328669203684 75.74465427135817,,
,,,26.952700130045894 75.79227759948024,,
,,,26.845978908874613 75.75294561681578,,
,,,26.854351645959383 75.8060469556041,,
,,,26.938745377759115 75.88143760384783,,
,,,26.8263711183498 75.87239845436892,,
,,,26.934119958080935 75.71204033169498,,
,,,26.83820686051714 75.76319848859906,,
,,,26.913758852595876 75.83670249276909,,
,,,26.952504719014694 75.76573701722451,,
,,,26.84494727271938 75.83668079909428,,
,,,26.91195617105089 75.82127044371651,,
,,,26.888156770345088 75.71970070991372,,
,,,26.9124998234456 75.73758519277223,,
,,,26.882575012947665 75.68276792425877,,
,,,26.91141964570324 75.65789948108255,,
,,,26.83149451818311 75.80375392626827,,
,,,26.95949712726206 75.82139911190595,,
,,,26.90289381133073 75.82080724865956,,
,,,26.963782195892264 75.80537223344132,,
,,,26.880576454481414 75.71706668118422,,
,,,26.86095441491063 75.84869157043833,,
,,,26.953303441441204 75.77320654915904,,
,,,26.959940091982986 75.81054038598651,,
,,,26.89902113153522 75.87045719855591,,
,,,26.978288387836734 75.80451546909295,,
,,,26.8627306757843 75.73654089552893,,
,,,26.929182485267518 75.80306368971176,,
,,,26.98747604531749 75.77573006949184,,
,,,26.874991230093983 75.77484568157196,,
,,,26.946594011707017 75.72383619420079,,
,,,26.883783195518866 75.90099603945468,,
,,,26.939335778478192 75.80233925888473,,
,,,26.945024626460715 75.69167862054408,,
,,,26.9712347090104 75.83548512039582,,
,,,26.841698943217366 75.88914281199413,,
,,,26.86806778087582 75.79327204607094,,
,,,26.874945558148156 75.88877438643193,,
,,,26.807904704811833 75.81066180772414,,
,,,26.936076009496247 75.83175810960294,,
,,,26.877891981401568 75.70395408862547,,
,,,26.821054081491866 75.87347607424947,,
,,,26.84080605923973 75.88088733449402,,
,,,26.889461704224846 75.75116164975695,,
,,,26.852866099630607 75.8160194790504,,
,,,26.839567435549956 75.78716068002869,,
,,,26.92950363654263 75.81349890259882,,
,,,26.83299766323736 75.86064199988867,,
,,,26.855336544389175 75.73284017717978,,
,,,27.01577273998941 75.76668289671271,,
,,,26.934217895879787 75.70862000749555,,
,,,26.868667866950474 75.89752745860704,,
,,,26.865737522669054 75.86192550316117,,
,,,26.930783438620196 75.7110720842177,,
,,,26.879034279018867 75.75951209200849,,
,,,26.897047453570234 75.89288925894758,,
